huyd001achi01_01.TEI.2.text.body.div.head.900.s.1	Achilles , treurspel .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.21	het zieden vinden zijn ' wapen , daar Hector met pronken , het Herdenken aan doen dood vinden zijn vriend , ontvonkte zijn ' gramschap meer en meer .	Emotion_BodilyProcess_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.22	in het einde barsten hij dus uiten : gei hebben uw langen genoeg gesierd mede deze buiten , Ontmenschte moorder vinden de waardsten mijn vriend !	BodilyProcess_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.23	gei zullen in mijn hand een ' streng wreekster vinden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.24	Of doen uw zullen ik zelf op deze plaatsen verslaan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.25	zode spreken hij , en vallen straks op zijn vijand aan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.26	mare Hector , gans verschrikken , en zien zien begeven vinden al bijstand , laten zijn ogen nog eenmaal zweven na Trojes hogen waal , of hij in deze node nog enig uitkomst zien , tot uitstel vinden zijn ' dood .	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.27	mare vruchteloos .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.28	hij verweren zien eindlyk ; doch zijn ' kracht verflauwen lang hoe meer .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.29	In het einde barsten hij in klacht En droef zucht uiten , terwijl Achilles hand hij winden op winden geven , en doen storten in hebben sant .	EmotionalAction_BodilyProcess_Sadness_Despair
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.30	hij bidden hij sterven , die hij zijn koud gebeente , Tot troosten zijn vader , en de droevig gemeente , willen zenden na doen stad .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.31	Achilles zien hij aan ; En spreken : Ontmenschte !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.32	eest moeten ik wraakvuur zijn voldoen .	Emotion_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.33	gei hebben Patroclus ook mishandelen , naar zijn sterven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.34	gei zullen , zelf naar u ' dood , vinden ik geren ' gul verwerven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.35	zode spreken hij , en drijven hij hebben stalen dwars door hebben harden , En Hector eindigt , mede zijn leven , zijn smarten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4051.s.1	laten nu Achilles wraken voldoen zijn , groot god !	Emotion_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4051.s.2	laten hij ik ' vriendschap , die ik hij hebben aanbieden , Aanvaarden !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4051.s.3	en die hij in het einde bemerke , hoe doen twisten de groot het volk strekken tot een geesselroe !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.1	Achilles , niet voldoen , die hij hij vinden hebben leven beroven hebben , roepen zijn volk bij een , die , aangedreeven Door wraakzucht , op hebben lijk nog woeden in die staan , Daar hij hebben zelf geven te prooi aan hun haten .	Emotion_Hatred_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.2	In het einde ontwapenen hij het , en binden hebben mede zijn ' voeren Aan zijn waag vasten , om dus de Vorst te ontmoeten , Die , mede Andromache , doen Huisvrouw vinden die Held , deze schouwspel aanzien vinden doen muur , en het wellen vinden Peleus zode vervloekt , en Hemel , Zee en aard Tot wraken roepen over een ' zode wreed en zode ontaarde Onmenschlykheid .	Emotion_EmotionalAction_Anger_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.3	Ik zien Andromache , verwoed , zij ' kleed'ren scheuren , en alreeds mede d'eenen voeden Op Trojes muur , om dus vinden boven neder te spring , En Hectors moorder het stalen in het wreed harden te wringen , Of op hebben lijk haars man te sterven .	EmotionalAction_Despair_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.4	hebben geween weergalmen vinden de waal , lang veld en oever heen ; terwijl Achilles het lijk , binden aan zijn waag , Door bloeden en etter slepen .	BodilyProcess_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.5	al oog , die deze zien , Betuigen , ik bekennen het , een afkeer vinden zijn doel .	Emotion_Disgust
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.6	hij storen zien nergens aan , en varen steeds voor in het woeden .	EmotionalAction_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.stage.4081.s.1	Hier woord een luiden vinden veld muziek horen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4087.s.1	hij naderen rijden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4087.s.2	Ik kunnen hebben juichen onderscheiden de troep .	Joy_EmotionalAction
huyd001achi01_01.TEI.2.text.body.div.div.sp.4093.s.1	laten wij hier die groot Held verbeiden , En toon hij , in plaatsen vinden afgunst en vinden nijd , Hoe wij al , om zijn roemen en glorie , zijn verblijd .	Joy_Emotion_Envy
huyd001achi01_01.TEI.2.text.body.div.div.sp.4097.s.1	hij komen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4097.s.2	hebben heldenvuur stralen hij nog uiten zijn oog .	BodyPart_BodilyProcess_Other
huyd001achi01_01.TEI.2.text.body.div.div.stage.4102.s.1	achilles , agamemnon , ulysses , brizeis , feniks , alcimus , automedon , cephize .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.speaker.4104.s.1	agamemnnon	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4112.s.1	zijn welkom , braaf Held !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4112.s.2	danken zijde u groots vermogen , die griek zien op nieuw in staan zien , Trojes waal En poort te naderen , alles voor heen , door Hectors vallen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4116.s.1	vinden ik uw hier , ik Heer ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4116.s.2	en uw , Mevrouw ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.1	In het eend zijn mijn ziel geraken door doen algemeen ellende vinden ons troep ; en ik zien die Griekenland zijn heil te wacht hebben allee vinden uw hand .	Emotion_Compassion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.2	kwetsen , en machteloos , om ik zelf te verweren , zien ik ik vinden uw dreigen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.3	Nu ik uw weer zien karn , vertonen ik ik voor uw , en stellen ik zelf bloot Voor u ' wraakgierigheid .	Emotion_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.4	Wat toeven gei nog ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.5	doorstoot deze vijandelijk harden ; beroven ik vinden hebben leven , Indien ik vallen u ' wraken voldoening weten te geven .	Emotion_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.6	mare denken , die zulk een ' woede , een ' gramschap , zode ontzind , Om oog een wreker , in de raden de god , vinden .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.1	geveinsd !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.2	die , om het ogen de wereld te misleiden , u ' vals goedheid zoeken door het leger te verspreiden , u ' vredelievendheid te hoogst toppen ophalen , En ik , alles een Tieran , voor ieder oog malen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.3	wassen u gemoed zode vrome , nooit hebben gei durven denken , het Ontzag , die elk aan ik verschuldigd zijn , te krenken .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.4	gei zijn hebben Hoofd vinden het heir ; mare uw heerschappij strekken zien zode ver niet uiten , die die ook over ik Gebieden zij .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.5	Neen ; ik zijn komen voor deez ' wal , Om heen door mijn hand te neder te doel val : Niet , om te luisteren na Agamemnon ; niet , Om uiten te voer , het gene een ander ik gebied .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.6	Neen : geren Mycener schrijven Achilles zijn ' gebod .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.7	Ik strijd voor het landen ; en doen allee hebben geren doen god vinden ik begeren .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4165.s.1	Ik bekennen , ik hebben uw gezond .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4165.s.2	mare , hebben ik ik berouw niet langen genoeg tonen : En hebben hebben vaderland nog niet genoeg lijden Om ons vijandschap , en bitter onenigheid ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4165.s.3	Wat hebben ik in hebben einde te wacht ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4165.s.4	spreken ik Heer .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4165.s.5	gei zelf zien ; ik hebben uw rijden Brizeis weer te hand stellen ; terwijl doen gift ....	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4171.s.1	het zijn geren ' gift , Of geven ; neen ik Heer , die ik gemoed en drift Bevredigen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.speaker.4174.s.1	agamemnon , zeer hevig	BodilyProcess_Other
huyd001achi01_01.TEI.2.text.body.div.div.sp.4178.s.1	Wat willen Achilles dan ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4178.s.2	of zijn het , naar zode velen ramp , tot voldoening vinden die twisten , nog niet genoeg , die Agamemnon uw komen smeken ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.1	zijn ik ' getrouwheid uw , o held , ooit blijken , En vinden gij ooit voordeel bij ik ' reden en raden , horen ik nog een , en denken niet meer om uw haten : En , schonen Ulysses tot geren Priester zijde verkiezen , versmaden doen waarheid niet uiten zijn mond te horen .	Emotion_Hatred_Loyalty
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.2	Elk kennen , o Peleus zode , u ' kracht in hebben veld .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.3	Ook hebben doen wijze mond vinden Calchas uw voorspellen , die uw dapperheid de Troischen waal zij slecht : En gei , gei hebben voor wij niet eerder wil vechten , Voor Priams braaf zode Patroclus hebben vellen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.4	doen dood vinden deze vriend , die weergaeloozen Held , kennen u gemoed allee bewegen ; torn wie zien , Hoe vaak doen onnozelen doen straf moet dragen vinden het geren een ander doen .	Emotion_Compassion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.5	Patroclus dapper hand zullen ook aan uw zijde nog strijd voor hebben landen , Indien doen aanbieding vinden de Veldheer uw hebben kunnen Vermurwen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.6	mare wat hij , wat wie al t'zaam beginnen , het wassen al vruchteloos .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.7	hebben noodlot , en doen god , Die gei tergen hebben , door het onthouden vinden die honen , Bewaarden uw , op die gei Troje zullen verwinnen ; mare straften uw in hij , die gei mede hart en zin beminnen .	BodyPart_BodilyProcess_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.8	het Godendom weten , die zijn ' dood allee uw , naar zode dol een toren , weder brengen zij tot reden .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.9	doen Veldheer hebben braden ( zode spreken ik zelf , zode spreken doen troep nevens ik ) om uw toren te breken , Al wat hij mogelijk wassen ; en , hebben hij uw gezond , hij hebben uw zijn berouw ook klaar genoeg tonen .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.10	mare torn geren mens u tros en fierheid kennen verzachten , hebben uw hebben Godendom in het einde door sterk kracht dwingen .	Emotion_Pride
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.11	uw ziel , geraken door het ongeluk vinden uw waardsten vriend , verloschte wij uiten de druk .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.12	doen Trojers die wij zelf belegerden , zijn weder drijven in doen stad .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.13	doen dapper Hector , neder geslagen door u arm , vervullen door zijn vallen hebben harden vinden Priam zelf , en Trojes vegen waal mede een doods schrik .	Fear_Emotion_BodyPart
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.14	wild gei uw nu bevredigen mede Agamemnon , die wel eer uw dor beledigen ; wild gei , aan zijn zijde , weder strijd in hebben veld , wie zieden die trots stad wel haasten in wij wellen .	Offended_EmotionalAction
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.15	Wel aan , ik Heer , tonen , die u ' ziel na rechte en rijden nog luisteren .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.16	ieder hebben zijn ' zwakheid hier beneden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.17	Gelukkig , die zien nog verbeteren , eer doen haten de god zij dulden verwinnen !	Emotion_Hatred
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.18	Dan zijn het te laten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.2	die ik eindlyk geven , ik blind zichten te ontsluiten , wild , mede hebben einde vinden ik toren , ook d'uwen stuiten !	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.3	Ik zijn straffen ; en zien die mijn schuld , o smarten !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.4	Patroclus , uw hebben stalen vinden Hector drijven door het harden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.6	u dood zullen ik gemoed altijd bezwaren .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.7	moeten , door ik ' vriendschap , uw deze onheil wedervaren !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.8	komen , Agamemnon , komen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.9	verzoenenwe wij !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.10	wel aan !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.11	het geren een zijn uitvoeren blijven te al tij braden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.12	de dood koe wie hebben liggen niet weergeven : mare laten wij zorg voor doen gene , die nog leven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.13	het Volk hebben om ons schuld al smarts genoeg lijden .	Emotion_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.14	Ik buigen ik eindlyk voor u ' vriendschap , en doen reden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.15	ik omhelzen uw , alles ik vriend , en zweren bij het hoofd de god , die ik naar deze , meer alles eertijds , u ' gebod Betrachten zullen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.16	laten wij een ' vriendschap maken , die geren jaar , gene eeuw naar deze ooit weer breken zien !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.2	spreken Achilles mond zode vriendelijk een ' reden !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.3	zijn wie op nieuw verenen door een oprecht wreed !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.4	ik ' ziel , door zulk een ' vreugde verrukken , kunnen door de mond zien nog niet uiten .	Joy_Emotion_BodyPart
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.5	lezen , lezen uiten ik ogen de grond ik hart .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.6	gei , gei wild wij wederom beschermen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.7	gunnen , die ik uw ik vriend , moog ' druk in mijn arm .	EmotionalAction_BodyPart_Love_Benevolence
huyd001achi01_01.TEI.2.text.body.div.div.sp.4279.s.1	Nu hebben ik langen genoeg , o god , leven op aarde .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4279.s.2	Achilles in hebben einde tonen zien u ' gul weder woerd .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4279.s.3	En gei , o held , die u ' deugd paren mede u ' kracht , Die trots stad zullen uw zode langen niet meer verachten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.1	En gei , Mevrouw , die vrezen in deze bedroefd staan , die gij ook te duchten hebben voor mijn toren en haten ; ik omhelzen uw , en willen uw op nieuw weder welkom heet In mijn tent .	Fear_Emotion_EmotionalAction_Hatred_Love_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.2	willen ook u ' droef zorgen vergeten .	Worry_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.3	Achilles minnen uw , alles voor heen .	EmotionalAction_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.4	stellen uw rusten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.5	ik ' liefde groeien weder , nu ik ' gramschap zijn blussen .	Emotion_Love_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4300.s.1	doen deugd de vrome kunnen voor kort tij wel zwichten , mare het vuur de rijden zullen zij altijd weder verlicht .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4300.s.2	gei keren dan weder tot doen vriendschap , en ik ' minnen !	Emotion_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.4300.s.4	gij eren te gunstig u ' gevangen , en u ' slaavin .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.1	laten wij hebben leger straks deez ' vriendschap ook doel weten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.2	hebben zullen vinden staan aan zijn oude ramp vergeten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.3	En laten wij in hebben heir een ' prachtig offerande Bereiden voor doen god , te tekenen die deze band vinden liefde en vriendschap door geren ' twisten weder zijde te breken .	Emotion_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.4	doen god moet hij , die weder gezond woord , wreken !	EmotionalAction_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.6	zien ook u ogen deze zege aan , Wat zij het ik een ' vreugde zijn !	Joy_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.7	Ik hebben u ' schim voldoen , mare ach !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.8	nog smarten ik u ' dood , en doen ik droevig zucht .	Emotion_BodilyProcess_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.9	gei stierft , gelijk een Held .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.10	ik hebben uw nooit zieden vlucht .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.11	ik zullen ook een uitvaart , na doen grote vinden u moede , Voor uw bereiden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.12	ik zullen u lykvuur mede hebben bloeden vinden twaalf edel Trojaanen , die ik beven In hun vluchten vatten , en tot die einde levend bewaren hebben , voor hebben laatst besprengen .	Fear_BodilyProcess
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.13	In de tij vinden twaalf dag zullen geren Griek weder gaan te strijd .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.14	hebben gans leger zullen mede spel uw daad verheerlijken ; u graf mede groen lauwerbladen Bevlechten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.15	Ik zullen zelf , mede droefheid en geklag , hebben lijk vinden Hector aan ik waag , dagge aan dagge , In het ogen de Troischen muur , rondom u houtmyt voer , En sleep lang hebben veld ; om dus hebben harden te ontroeren vinden Priam zelf .	Emotion_EmotionalAction_BodyPart_Moved_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.16	Och of hij het aanzien vinden de waal !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.17	zode zuchten u vijand zelf , Patroclus , om u ' vallen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4341.s.1	verdelen , verliezen wie velen duizend vinden ziel .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4341.s.2	verenigen , zijn wij in staan de vijand te vernielen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4341.s.3	Onthouden wie deze beide !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4341.s.4	en , god !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4341.s.5	geven die deze band vinden vriendschap nooit weer scheur ' tot smarten vinden het Vaderland !	None
huyd001achi01_01.TEI.2.text.body.div.div.p.4343.s.1	Einde vinden hebben vijfde en laatst bedrijf .	None
