stee033adag01_01.TEI.2.text.body.div.head.207.s.1	Ada , gravin vinden Holland en Zeeland ; treurspel .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2923.s.1	Ik zullen , ik waard bruid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2923.s.2	u vorstelijk erve verweren : Oostvrieslands graven zullen nooit dan bloedig triomferen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2928.s.1	ik wanhopen , die wij huwen , ellendig echtgenoot !	Emotion_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2928.s.2	ontzien nog stalen nog woede ; ik streven mede uw te dood .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2932.s.1	Mistroostige !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2932.s.2	vertoeven .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2932.s.3	stuiten u gravin , gei wacht !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.2	Lodewyk !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.3	ik horen niet na ik klacht .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.4	Hoe kloppen ik het angstig harden !.. o dodelijk ogenblik !..	Fear_Emotion_BodyPart_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.5	gelieven pand !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.6	ach !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.7	uw Ada sterven vinden schrik .	Fear_Emotion_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.8	ik bruigom !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.9	moeten ik liefde uw tot een misdrijf dwingen ?	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.10	Ik spaarde u dierbaar hoofd voor het stalen de muitelingen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.11	Oproerig volk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.12	zijn deze u hullen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.13	u trouwen ?..	Emotion_Loyalty
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.14	Ik dwaal , beledigen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.15	gei voeren mede rechte hebben dreigend stalen ; gei wild , eer tot u ' vallen doen landgevaren groeien , wettigen tot doen wraken , hebben schuldig bloeden doel vloeien .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.16	mare , weten gei zijn bisschop dwang , die wreed wij hebben verleiden , u woede worden verkeren in mededoogendheid .	Emotion_Compassion_Anger
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.17	Wat aklig krygsgeschreeuw !...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.18	ik burger !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.19	ik soldaat !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.20	Rechtplegende yveraars !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.21	verraden onderzaten !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.22	zoeken hier uw offerande ; en wreken , allee op ik , graven Diedriks laatst willen en het rechte de landvoogdy .	EmotionalAction_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.stage.2962.s.1	Adelheide , Ada .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2962.s.3	Op de wenk vinden Adelheide , vertrek doen lyfwachten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2967.s.1	gei keren , vorstin !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2967.s.2	gei leven !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2967.s.3	zijn het volk mede uw bewegen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2967.s.4	Of zullen uw doen overmacht ontzielen voor mijn oog ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.1	ik krygsgeluk verkeerd ; ik wijken voor doen eerst reizen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.2	ik staan in slagorde aan doen poort vinden het paleis , Om het uitlaten volk , die aangroeit , in te tomen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.3	doen woest burgerschaar ' hebben nauwelijks wij vernemen , Of roepen , daar zij om u ' echt vinden heet gramschap zieden :  treeft Adelheide ; treeft de bruigom ; sparen heen niet .	Emotion_Anger
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.4	Ik , rijden mede peil en klink dreigen door die ontzinden , worden in het paleis rukken door mijn ontstellen vriend ; En het hoofd de kerk beproeven of het bisschoplyk gezag nog iets op het grimmig harden vinden het muiten volk vermogen .	Emotion_BodyPart_Anger
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.5	ik zien , bij wapenlooze en onbedreven schaarde , Een zeeuws wapenen volk , in oorlogskunde ervaren , leiden door Willem .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.6	uw bekennen ik , uw allee , die ik gene uitkomst zien in all ' deze yslykheen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2991.s.1	Op mijn huwlykdag , de laatst vinden ik leven , doen ik verraden minnen gemaal en moer sneven .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2991.s.2	liggen sterven ik bruigom rijden in deze afgrijselijk uur .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2991.s.3	o dodelijk echt !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2991.s.4	o minnen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2991.s.5	o glorie !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2991.s.6	o natuur !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3000.s.1	ik voorbeeld moedig uw : ik geven Dordrecht blijk , die groot ziel nooit in tegenspoed bezwijken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3000.s.2	Duld niet die Willems haten zien in u wanhopen vleien '; verdienen , op het glorierykst , die Holland uw beschrei '; bedenken wat deugd , alles ik dochter , uw betamen .	Emotion_Hatred_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.3000.s.3	laten wij de dwingeland in ons vallen beschamen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.1	vergroten ik wanhopen niet : uw ongevoeligheid zijn het smartlykst ongeluk waarom uw Ada schreien .	Emotion_BodilyProcess_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.3	wassen het niet genoeg , door het zielbedroevend sterven , Een ' vader , die ik minde , in eeuwigheid te durven ?	Emotion_EmotionalAction_Love_Sadness
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.4	In ik bestrijden jeugd myzelf te weerstaan ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.5	uiten dwang te stem tot ik ' echt , tot euveldaen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.6	zijn het nog te weinig , bij het verlies mijn land , doen wraken te doelen te staan mede all ' ik waard pand ?	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.7	Een moer , wreed dan doen wrekende overmacht , versmaden ik teder zuchten , en stuiten en doemen ik klacht .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3021.s.1	gei weten niet hoe ik harden in het heimlyk hebben te strijd ; gei weten niet wat ik lijden in u onschuldig leiden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3021.s.2	Ik zien ik zijn belang ; en het smarten ik die niet eer ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3021.s.3	Die talen vernoege uw ; vergen ik ' fier geest niet meer .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3029.s.1	o bloedig overmoed !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3029.s.2	o gruwzaam al dag !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3033.s.1	beginnen ik rijden doen strijd ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3037.s.1	Ik duchten doen wreed plaag .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3053.s.1	doen muiteling volharden in het schenden vinden zijn ' plicht .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3053.s.2	Vorstin , ik hebben uw nauw ' rukken uiten zijn zichten , Of doen aangegroeide macht de trouweloos onderzaten barsten uiten te aanval op u beven soldaat .	Fear_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.3053.s.3	Fluks worden ik handgemeen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3053.s.4	hebben rammelen moordgeweer , Op helm en schild beproeven , slaan vriend en vijand neder , terwijl , bij het na gekerm , en onder het hevig morren En dreigen , in doen luchten ontelbaar schicht snor .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3053.s.5	ik zien doen ruim markt bedekken mede stromen bloeden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3053.s.6	doen bisschop , Lodewyk , en zij getrouw stoot , Geneigd te sterven , of doen muiter te overheeren , zijn machteloos het groots getal die wreed af te karn .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3059.s.1	ik worden , o bitter spijt !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3059.s.2	ik worden doen strijd ontzeggen !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3059.s.3	die niemand ik weerhouden ' te sterven in het gevecht !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3059.s.4	Verraden kroos !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3059.s.5	vaarwel in eeuwigheid .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3066.s.2	Bedwing uw'ydlen moede ; maken Dordrecht niet verwoed .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.3063.s.1	Adelheide wederhoudende .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.3070.s.1	Adelheide , Ada , Amstel , Hildegaard .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.1	Vorstin , blyf in het paleis ; ontzie , in het groots gevaar , doen woedend overmacht , doen ontzinde burgerschaar ' , Die vorstlyke offer dreigen uiten blind wraken te slacht .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.2	horen doen uitkomst vinden de strijd .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.3	doen wanhopen geven wij kracht : ik moeten doen onnoozle bruid vinden het muiten volk ontslaan , Verwinnen tegen hopen , of glorieryk vergaan .	Emotion_Hope_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.4	zode worden Oostvrieslands graven in het eest mede vlucht bestrijden , Ja vinden doen zeeuws helpen door doen ons afsnijden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.5	hij geven een teken ; elk , rondom hij heen , hout stillen : wie naderen , en hij spreken :  Ik strijden voor Diedriks willen ; mare doen uitslag vinden het gevecht doen Lodewyk regeren ; hij winden ik stemmen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.6	 Die list doen Willem triomferen : zijde stuiten uw oorlogsbende , en geven zijn zeeuw tij ; ik rukken hij uiten wij ogen ; hyzelf hervatten de strijd ; u deinzend krygsvolk werpen doen wapen uiten doen hand ; u vijand worden erkennen alles graven vinden Diedriks land ; zijn staatzucht dienen zien nu vinden het voordeel zijn klink ; En doen adel stemmen uiten node .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.7	uw staan geren muiteling Te duchten ; doen onderdaan zij nog voor Ada leven , zode gei het bepalen gezag de landvoogd hebben geven .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3098.s.1	zijn Lodewyk ontzielen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3103.s.1	Ik beven , bij het woest wellen , Onkundig vinden zijn loten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3107.s.1	Hoe zijn ik het harden beknellen !	Fear_BodyPart_BodilyProcess_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.3111.s.1	doen muiter , nog verhitten , doen al bloedig bukken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3115.s.1	ik kunnen ik het leven wel , mare nooit de moede , ontrukken .	None
stee033adag01_01.TEI.2.text.body.div.div.head.3117.s.1	tiend toneel .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.3119.s.1	Adelheide , Ada , Lodewyk , Amstel , Hildegaard .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3124.s.1	gei leven , rampzalig held !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3124.s.2	ik dierbare echtgenoot !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3124.s.3	Wat kunde gei hopen ?	Emotion_Hope
stee033adag01_01.TEI.2.text.body.div.div.sp.3131.s.1	uw te omhelzen voor ik dood , Een vruchteloos helpen mistroostig uw te zweer , Zolang ik ademen scheppen u moorders af te karn , En hier te sneven aan u voeren .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.1	Welk een schrik verscheuren ik het harden !	Fear_Emotion_BodyPart_BodilyProcess_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.2	ik ramp groeien ieder ogenblik .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.3	Indien hebben wrekend stalen ik het leven niet doen durven , Dan zullen natuur en liefde en wroeging ik doel sterven .	Emotion_BodilyProcess_Love_Remorse
stee033adag01_01.TEI.2.text.body.div.div.sp.3143.s.1	In Adaas doodsgevaar , verwoed burgerij !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3143.s.2	Getergde Willem !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3143.s.3	wreken ik angst uw streng op ik .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.3147.s.1	Die wreed zullen zijn ' haten tot walgen toen verzaden .	Emotion_Hatred
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.1	o fel ramp !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.2	ik hebben mijn erfgravin verraden , zij nut vluchten stuiten , zij die geheim ontdekken , En in ik blind bestaan zij ' ondergang verwekken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.3	Ik moeten vinden schaamte en spijt hebben aklig daglicht schuw .	Emotion_Shame_Remorse
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.4	Ik hebben , ( o snood bedrijf ! ) door ik vermetel huwen , dreigen landvorstin !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.5	u ' groot toeverlaat verwekken tot vijandschap en onverzoenbaar haten : Ik hebben de muiter stof tot dol wraken geven : Ikzelf beroven ik bruid vinden glorie , staan , en leven : Ik schenk , doorluchtig vrouw !	Emotion_Hatred_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.6	uw tot een huwlyksgift , In ik verrassen liefde , in onverschoonbre drift , Op het heilloos bruiloftsfeest , vieren in bloeden en traan , de doodelyken vloeken de moorden onderdaan .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.7	hun onbedacht wraken geven niemand lyfsgenae .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.8	doen wanhopen , die ik grieven , zijn zonder weerga .	Emotion_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.9	Ik zij doen wreed dood vernoegd in het oproer leiden , Indien ik sterven uw vinden het onheil kennen bevrijden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3173.s.1	ik horen ' mede wat geschreeuw hebben tomeloos Dordrecht woeden , En smeken ' de nieuw graven om helpen voor het vorstelijk bloeden !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3177.s.1	hebben volk zijn in het paleis !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3181.s.1	het zullen woedend uw vernielen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3185.s.1	het zullen niet , dan in ik ' arm , ik ' bruidegom ontzielen .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.3190.s.1	Adelheide , Ada , Willem , Lodewyk , Amstel , Hildegaard , Reinoud .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.3190.s.2	Gevolg vinden edel .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3197.s.1	Zeeghafte burger !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3197.s.2	keren ; betrouwen aan ik doen wraken ; gehoorzamen : ik weten ik ' plicht in u gerecht zaak .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.3194.s.1	naar zijn gevolg uitkomen , tegen het volk , die zien niet vertonen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.1	zien hier u vijandin , verwoed !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.2	in u vermogen ; mare in zij nederlaag zode fier , zode onbewogen , alles torn zij u staatzucht dwingen door het alvernielend stalen , En het juichen Holland zij begroette in zegepralen .	Joy_EmotionalAction
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.3	ik onverzetbre moede beveiligen ik voor schande .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.4	voldoen de muiteling ; geven ik te offerande ; Vernoeg u ' oude haten ; en wijd , uiten staatsbelang , ik dood aan het grimmig volk , aan onvermydbren dwang .	Emotion_Hatred_Anger
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.5	mare denken , indien u wraken zien vader uiten willen strekken , die Ada zien niet poogde aan u voogdij te onttrekken , die zijde , die Lodewyk verdiend die wraken te ontgaan .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.6	verzuimen gei echter heen in het oproer bij te staan , Dan zullen deze zelfde volk , na't onbezonnen woeden , te zoenen vinden het vorstelijk kroos u dwingelandij bevroeden , En , toornig op u blind en bloedig eigenbaat , doen onnoozle wreken op de rover vinden zij ' staan .	Emotion_EmotionalAction_Anger_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.7	zode passen hebben Adelheide , in plaatsen vinden laf te smeken , Voor Diedriks dochter uw vinden lyfsgenae te spreken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3223.s.1	gei durven ik dreigen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3223.s.2	gei !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.1	Indien een waar deugd uw deze dagge bewoog voor ik verleiden jeugd , de bisschop dwang ik ' echt bij het volk niet kunnen verschonen , En Willem nog zijn liefde aan Ada willen betonen ; ik dierbre bloedverwant !	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.2	ik vader !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.3	staan dan toen , die ik een offerkeur voor Hollands wrekers doen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.4	graven Diedriks laatst zuchten wassen voor zijn ' waarde broeder : voldoen zijn dochter , door het behoudens vinden zij moer ; En sparen ik ' echtgenoot .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.5	zode heen doen wraken vernielen , worden Diedriks enig kroos in heen op't wreed ontzielen .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.6	nog smeken uw Ada voor u muiten onderdaan : Ik haten die wrekers niet ; ik storten voor heen ook traan .	Emotion_Hatred
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.7	weerhouden die woedend volk , eer zijn bisschop honen of dood Voor heen een oorzaak zijde vinden zwaar oorlogsnood .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.8	vergunnen , doorluchtig held !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.9	ik , op ik laatst bede , die ik , doen dood troosten , heen onder doen oog treden , een eedle deernis bij doen oproetigen verwerv ' , Of voor ik ' bruidegom en voor ik moer sterv ' !	Emotion_Compassion
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.3233.s.1	knielen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.1	zonde gei , bij het razend volk u dierbaar leven waag ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.2	Ik stoorde u vluchten ; ik woede op doen oorzaak uw plaag !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.4	horen na ik ; denken wij uw smeken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.5	Ik zijn het , u vijand , rijden door uw alles Hollands graven erkennen , mare door u list misleiden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.6	zullen gij op ik bede beletten , die zien doen oproerigen mede Adaas bloeden besmetten ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.7	behoeden gei Diedriks weeuw ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.8	Ik staan dan het graafschap af ; En , eisen doen muiter wraken , ik zijn bereiden te straffen .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3271.s.1	zullen het volk zien over uw , alles over ik , ontsermen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3271.s.2	Wat zullen u groot ziel verrichten ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.1	uw beschermen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.2	ik kind , rijzen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.3	u deugd , die mede u plaag groeien , verrukken ik teder harden , en houden ik tong boeien .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.4	kloekmoedig Adelheide !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.5	u haten hebben ik beleedigt , u ramp hebben ik ontroeren , u kroos hebben ik bevredigen .	Offended_Emotion_Hatred_Moved
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.6	ik vriend , Dordrecht eisen , in woest muiterij , u leven : mare gei zien u ' toeverlaat in ik .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.7	doen bisschop , zwaard wonden , zijn rijden doen woede onttogen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.8	schonen het volk mede tegenzin hij stellen in ik vermogen , schonen het uw dolzinnig dreigen , vrezen echter geren gevaar : gei zijn minnen schuldig dan doen bisschop , die barbaar .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.3275.s.1	Ada omhelzen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3292.s.2	kunnen u deugd al het ongelijk vergeven ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3292.s.3	gei zijn ik erfdeel woerd ' .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3296.s.1	moeten uw ik stalen weerstreven !	None
stee033adag01_01.TEI.2.text.body.div.div.p.3302.s.1	ADA .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3307.s.3	wat onverwacht geluk !	Emotion_Happiness
stee033adag01_01.TEI.2.text.body.div.div.sp.3312.s.1	gei redden u vijandin door het eelste heldenstuk , verbannen de oude haten , ja dwingen ik uw te min .	Emotion_Hatred_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.3316.s.1	u deugd , honen vorst !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3316.s.2	kunnen meer dan staat winden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3321.s.1	o Gadelooze held !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3321.s.2	u moede , u roemryk stalen verwerven in het heilige landen nooit zulk een zegepralen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.1	het Verzuim vinden tij kunnen wij een nieuw gevaar bereiden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.2	Ik willen de muiteling door hopen op wraken misleiden , Totdat ik vriend , aan een veilig oord brengen , geren wraakzucht vrees vinden die woedend overmacht .	Emotion_Hope_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.3	getrouw ridderschap !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.4	helpen ik die vluchten bedekken : gei wild mede vorstelijk bloeden ik glorie niet bevlekken : uw deren hebben ongeluk de afgetreurde bruid : Die rampspoed wissen doen schuld in het graaflyk stamhuis uiten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.5	gei , Amstel , die mede smarten ik weerstand moeten bieden !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.6	beschermen , op ik begeerte , u vriend onder het vlijen ; volgen nu , oprecht held !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.7	volgen nu , mede eedle vreugde , Tot veiliging die vluchten , hebben voorschrift vinden u deugd .	Joy_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.8	ik dochter , die ik uw na het eiland Tessel voer , Eer iemand , tot u wraken , hebben wuft volk beroere : Ja streven na Engelland ; verstrek ik daar tot bergen Voor doen algemeen rusten ; weerspreek geren nut zorgen .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.9	gei zullen in blyder tij u vrijheid weer erlangen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.10	Ik houden u moer nog u ' bruidegom gevangene .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.11	gei zullen , naar deze tocht op nieuw mede heen verenen , uw troost in de ramp , die gei mede heen bewenen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3351.s.1	Ik durven ik ' vader wel , mare vinden in uw zijn ' broeder .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3351.s.2	Vaarwel , ik Lodewyk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.3349.s.1	zijde omhelzen Lodewyk , en vervolgen :	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3356.s.1	ik bruid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3362.s.1	Vaarwel , ik moer !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.3360.s.1	Adelheide omhelzen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3366.s.1	ik ongelukkig kroos !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3370.s.1	Wat vallen deze scheiden hard !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3376.s.1	gei zullen wij weerzien .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3380.s.1	Die troosten verzachten ik smarten .	Emotion_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.p.3382.s.1	EINDE .	None
