meij001verl01_01.TEI.2.text.body.div.head.2412.s.1	doen verloofd koninksbruidt , treurspel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4795.s.3	zijn hebben blijk ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4795.s.4	wij klaaght hij aan ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4798.s.1	ik ' ghemaalin .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4810.s.1	mare Heer , doen waarheid in het gherichte vereisen twee mond , die de schuldighen betichten , Twee mond , die door zuchten vinden haten , nochte eighenbaat , Iets ander tuighen , alles doen zaak scheren staan .	Emotion_Hatred
meij001verl01_01.TEI.2.text.body.div.div.sp.4810.s.2	Hier noemtghe ' er nu mare een , en die noch daarbeneeven Viellicht , door averechts inzicht aanghedreeven , doen waarheid sparen , en gheeft een vals ghetuighenis , Belaadende een ' mede schuld , die onbelaaden zijn .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4816.s.1	ik bekennen , nu ik hebben wel besef , ik ' ghemaalinne zijn d'eerste stiefmoer niet , die , loods en boos vinden zin , Een stiefzoon helpen vinden kanten , om haar eighen zode Te plaats in de laag ghemaakten zeeteltroon .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4826.s.1	En wij weten , of zijde zelf hierom u ' zode , en dochter , Door haar zode , niet hebben vinden het liggen beroofdt , en zocht ' er Ook deze ander vinden te beroven ; zijn het Niet door u ' komst beletten wezen , en in zijn vaart Ghestuit een schelmstuk , zode vermeten , en verbolgen : het Welk , nademaal het niet op die voeden hebben wil volghen , zijde , op deez ' ander misschien , mede valscheidt , noch trachten door te drijven .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4833.s.1	u ' vermoeden op ghrondt steunen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4833.s.2	Doch Indien het zode liggen , zullen zij , nocht hij , doen straffen niet mis , Die zulk een ondaadt passen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4833.s.3	mare , om deze uiten te vis , Wat dunken uw raadzaamst .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4838.s.1	die gij aanstondts halen laten u ' zode , en ondervraaght hij , naar de ghanschen staan , En omslag vinden de strijd .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4842.s.1	Welaan , doen straks ghebieden , die hij hier waard ' ghebraght .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4848.s.1	hebben zullen terstond gheschieden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4848.s.2	Prins Eduward , Heer , voor doen poort de hofzaal staan , En hout zeer ernstig aan , om uw te spreken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.stage.4845.s.1	doen Hofmeester , naar deze zeggen , buit gheghaan zijn , keren voor weder .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4853.s.1	laten hij binden komen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4853.s.2	liggen vermelden hij iets , welk ' strekken zullen kunnen , om het bedrogh ik ghemaalins t'ontdekken .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4856.s.1	Ghrimoald , Eduward .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4860.s.1	Wel , wat begheertghe , zode , vinden Vaderlief ?	Emotion_Desire
meij001verl01_01.TEI.2.text.body.div.div.sp.4860.s.2	wat zijn hebben , daarghe om komen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4864.s.1	die gij , uiten doen ghevankenis , ik ' broeder woud ontslaan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4868.s.1	hij hebben u ' , en zijn ' broeder , En zuster omghebraght .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4871.s.1	Niet Vaderlief .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4877.s.1	u ' moer hebben zulks zien , en wij omstandighlijk verklaardt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4877.s.2	ik denken immers niet , die zijde doen waarheid hebben ghespaart , En ik geloof misleidt , mede valscheidt , en mede looghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4894.s.1	torn moer , op het gheschreeuw , te kamer uitghevlooghen , lopen naar doen hofzaal toen , vinden zijn het zijn oorsprong nemen , wassen ik ' er bij , en volghd ' zij naar , tot datze ' er komen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4894.s.2	Daar zien ik zuster , reedts te aard neerghezeeghen , En haar zode , verwoed mede uitghetooghen degen , En broeder Alarik , mede dierghelijk gheweer , alles fel kryghers , elk de ander ghaan te kaar .	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.4894.s.3	Ik schreeuw , en moer schreeuwen om bijstand , wat wie mooghen : tot broeder Trasimond , verbaasd , komen uitghevlooghen , En vragen , zijn het zijn te doel ?	Emotion_EmotionalAction_Wonder_Despair
meij001verl01_01.TEI.2.text.body.div.div.sp.4894.s.4	Doch eer hij trek vinden leer , En scheiden kennen het ghevecht , storten Alarik te neder , Ghewondt vinden Fastarad , die Trasimond , ontsteken vinden ghramschap , straks bespringen , om broeder leed te wreken .	Emotion_BodilyProcess_Anger_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.4894.s.5	nauw waarenz ' handtghemeen , of gij , en het hof , hunn ' strijd ....	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4897.s.1	Ghrimoald , Trasimond , Eduward , Hofmeester , Lijfwacht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4900.s.1	Heer Koning , hier zijn u zode .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4907.s.1	Hofmeester , zoeken , mede vlijen , naar Fastarad , en brengen hij hier anstondts , mede wil of onwil ; het schelen niet : gha , en zonder tijdtverspillen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4910.s.1	Ik voeghme op weg , op die ik zijn Konings lassen volvoeren .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4913.s.1	Ghrimoald , Trasimond , Eduward , Lijfwacht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4917.s.1	Wel nu , gij moordenaar vinden zuster , en vinden broeder , Wat kunnen gij brengen , welk uw euveldaad onschuldig .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4938.s.1	Indien doen Kooning zien verwaardigen , wij geduldig gehoor te ghunnen , hij zullen duidelijk speuren , die Ik valschlijk woord , vinden ik ' beschuldighers , bekladden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4938.s.2	wan wat brengen ik te bord ' ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4938.s.3	wat weten zijde te zeggen die ghrondts ghenoegh hebben , om te hals ik op te liggen doen broeder - en zustermoordt , zijn met ik ik betichten ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4938.s.4	Niets : of hebben hout gheen proeven , en vallen alleszins te liggen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4938.s.5	wan , die ik woord te lassen gheleght , vinden ik ' Stiefmoeder , Hoe zijde ik , razend , vinden vechten tegen broeder , Hoe ik hij wreed vervolghde , alles hij ik slag mijden , Hoe zuster , tussen bei , wouw scheiden ons strijd , En hoe ik in het einde ' , door zij ' verhindering verwoed worden , eerst'lijk zij , en namaals mijn broeder helpen , door hebben zelfde stalen , vinden kanten , heeftze al vals verdichten , om het schelmstuk , vinden haars zoon , op mijn hals Te schuiven , die ik zelf ik ' broeder , reedts verleeghen Om bijstand , en het ghevecht ontvliend ' , mede ploot degen , hebben zieden vervolghen , alles een hongerighe leeuw , torn ik te hofzaale in , op het yss'lijk moordtgheschreeuw ...	EmotionalAction_BodilyProcess_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.4941.s.1	ik ' Ghemaalin hebben wij het helen ander voorghedraaghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4946.s.1	Zijn Majesteit ghelieve , een ieder t'ondervraaghen , Die bij het ghevecht wassen : hij zullen speuren , mede de vaart , Hoe ik doen waarheid spreken , en zijde die hebben ghespaart .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4949.s.1	wij zijn die ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4956.s.1	Eduward , en stiefmoeder kamenier ; Ja Fastarad , zij zode .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4956.s.2	Ik achten hij , vinden zode fier En eed'len inborst , die hij , tot bezwaarenis de gheenen , die hij weten die ghansch onschuldig zijn , Gheen valscheidt stijf zullen , schonen het strekken tot zijn ontlasten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4963.s.1	Daar komen hij : hout uw stillen ; ik zullen hij ondertasten , En zieden doen waarheid zelf te trek uiten zijn ' mond .	None
meij001verl01_01.TEI.2.text.body.div.div.head.4965.s.1	V. Toneel .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4966.s.1	Ghrimoald , Trasimond , Fastarad , Eduward , Hofmeester , Lijfwacht , Hofknaapen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4971.s.1	Hofmeester , spoeden uw naar ik ' ghemaalin terstond , En boodschap uiten ik ' naam , die , zonder enig beide , zijde voor ik ' tronen verschijnen , en willen zij zelf gheleiden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4976.s.1	mijn ijver t'uwen dienst steedts overboodigh staan .	None
meij001verl01_01.TEI.2.text.body.div.div.head.4978.s.2	Toneel .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4979.s.1	Ghrimoald , Trasimond , Fastarad , Eduward , Lijfwacht , Hofknaapen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.4980.s.1	Ghrimoald teeghen Fastarad .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4996.s.1	doen moordenaar ontkennen , hardtnekkighlijk , zijn ' daad , En wilme , uiten uw mond , zijn onschuldt laten horen , voorwenden , die gij , uiten Koningsbloedt ghebooren , En edel vinden gemoed , d'onnoozelen gheen schuld , schonen tot u achterstel , te hals opschroeven zullen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4996.s.2	En , alhoewel ik aan ik Ghemaalins verklaring Gheen twijfelen slaan ; zode hebben ik echter , te bezwaaringe de schuldighen , en ik ' gherustheidt , uw ontboon , Op zijn verzoek ; te einde , al het gheen hij , tot verschonen , Te berd ' kosten brengen , gij mogen bondig weederlegghen , En voorts bekrachtigen , mede een , u zijn moeder zeggen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4996.s.3	Dies openbaar wij , hoe het ' er met scheren leiden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4996.s.4	Zijn ' straf het vonnissen volght , en het vonnissen u bescheid .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5005.s.1	Gheduchte Vorst , de stam , uiten week ik zijn ghesprooten , de hoog opvoeding , die ik , vinden kindtsbeen , hebben ghenooten , tonen ikme onwaardig , zode ik , vals en laf vinden moed , bezoedelen doen ghlans vinden ik doorluchtig bloed .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5005.s.3	Nooit waard ' ik werken gheloochent vinden ik ' woord .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5005.s.4	Dies weten , Heer Koning , die u zode an deze moord Niet schuldig zijn .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5008.s.1	wij dan ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5015.s.1	u ' Dochter , die ik minnen , En die zij broeder , in doen plaatsen de Koningin , Door het Kaledoonsch ghewaadt verbysterdt , hebben doorsteken , hebben ik ' verliefden arm gheport zij ' dood te wreken ?	Emotion_Love_Wonder
meij001verl01_01.TEI.2.text.body.div.div.sp.5018.s.1	zode hebben gij dan ik ' zode vinden zijn leevenslicht beroofdt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5021.s.1	hij hebben doen schoon zinnen ik leven eest ghedoofdt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5024.s.1	En vrezen gij gheen wraken ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5030.s.1	Wat wraken kunnen zulk een ghrieven , die het leven walght ?	None
meij001verl01_01.TEI.2.text.body.div.div.stage.5034.s.1	Ghrimoald , Velleede , Trasimond , Eduward , Fastarad , Hofmeester , Hofknaapen , Lijfwacht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5038.s.1	Wat zijn zijn ' majesteit believen , die zijde , in zulker ijl , ik daghvaardt , voor zij ' tronen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5045.s.1	doen broeder - en zustermoordt , zijn met gij mijn zode betichten hebben , woord te hals de uw opgheschooven , mede zulk blijk , die het ik dwingen te ghelooven .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5045.s.2	Dies melden wij , of gij kunnen ghestadighen u woord , of een verkeerd hebben beschuldigen mede die moorden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5055.s.1	Vrouw moer , laten gheen vete , oft kinderliefde uw ruk vinden het spoor de rijden , om doen waarheid t'onderdrukken .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.5055.s.2	ik hebben het ghansch beloop de zaak de Koning , naken en bloot , Ontvouwen ; schonen het onsluit een toepadt naar ik ' dood : hij zijn ik een welkom ghast ; wan nu ik ik ' zielzon mis , schacht ik hebben blijdste liggen mare droef duisternis .	Joy_Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.1	zien dan zijn ' Majesteit zij ' Gha voor zulk een aan , Die de misdaadighen beghunstigh vrijen te ghaan , verrukken door kinderliefde ; en weer , door haten onduldigh ; D'onschuldighen , mede schuld de schuldighen , beschuldigen .	Joy_Emotion_Hatred_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.2	zode heeftz ' zij ' ghemaalin ghesleeten onbekend .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.3	Nooit hebben zode vuil een smetten ik ' zuiver deugd gheschendt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.4	Dies zijn het , ontaarde zode , onnut ik toen te preken , die ik , beteugh'lende ik ' drift , zij waarheid spreken , alles of die zijn ' ghespaart .	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.5	En schaamtghe uw niet , mede vals Ghetuighenis ( daar ghij , te koste vinden u ' hals , Indien het een vreemd bestaan , u ' moer moeten verschonen ) zij in zij aanzicht te bekladden , en te honen ?	Emotion_Shame
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.6	zode lasterlijk een daad verdiend , die ik het kwaad , Welkghe uw berokkendt hebben , uw overkoomen laten , En in u ' eighen vuil , rampzalighlijk , versmoren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.7	mare ik gemoed zijn al te preuts , en hooghghebooren , Om het oog te luik aan u ' valscheidt , t ' mijner wraken , de recht toestand te verdraaien vinden doen zaak , En halen in de hals weer d'eensghesprooken ' woord .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.8	doen Koning weten dan , die niemand mede die moord behept zijn , dan zijn zode , die schandtvlek zijn stam .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5088.s.1	mare waarom vechten , torn ik in doen hofzaal komen , mede bloot gheweer , uw zode , en mijn , alles woede leeuw ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5098.s.1	hij , toegheschooten op u zijn Dochters deerlijk schreeuwen , En zien ' zij ' neergheveldt , u ' zoon , dol ghestoordt , Elkand'ren ghaan te kaar ; liggen toen doen broedermoordt Te hinderen , en hebben terstond vinden leren ghetooghen : Doch te vergeefs ; alzo die dolkop , door zijn pogen , In toren ontsteken , en aanvallend ' mede meer kracht , Zijn ghruwzaam opzetten hebben , te vaerdigher , volbrengen ; En straks daar aan ik ' zode , verwoed , op het lijf ghevlooghen ....	Fear_Emotion_EmotionalAction_BodilyProcess_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5107.s.1	Schaamtghe uw , halssterke , niet , dus vals een tweede looghen Te dicht , tot ghestandt de eerst , en u verschonen .	Emotion_Shame
meij001verl01_01.TEI.2.text.body.div.div.sp.5107.s.2	staken een al deze bedrogh , en , daar u eighen zode zien schuldig , en ik ' zode kennen vrijen , willen beeter spreken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5116.s.1	ik zode , zeer heftig mede uw's Dochters minnen ontsteken , En razend vinden liefd ' , haken stadig naar doen dood ; sinds , door hebben onderghaan die zinnen , hij worden ontbloten vinden het liggen , welk hij allee zijn oog kennen verklaren .	Emotion_BodilyProcess_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.5116.s.2	Dies , willen uw zode ghrootmoedigh het leven sparen , Door het zijn op t'offeren , laad hij op zien zijn ' schuld , En gheeft zijn ' boezem bloot aan zijn vader ongheduldt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5136.s.1	verwaten wijf , zijn holt uw onbeschaamdheidt heen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5136.s.2	zijn dan al eer , uiten u vervloeken ghedacht , verdwijnen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5136.s.3	En het ghoddeloos ghewis verstokt , verstaaldt , versteendt , zode , die uw niet allee gheen wroeging nijpen vinden het gheen het Alreets bestaan hebben , om onschuldig bloed te plengen , En doel de Vader zelf zijn ' eighen zode ombrengen ; mare voortslaat ; en bedrogh en looghens , op bedrogh En looghens , stapelen , om die ghruwlijk opzetten doch te einde ' te brengen ?	Emotion_BodilyProcess_Remorse
meij001verl01_01.TEI.2.text.body.div.div.sp.5136.s.4	zijn het niet nut , datghe erkennen u ' misghreep , en verzoeken verghiff'nis , om te wonen , Door die deemoedigheidt , vinden uw hals noch af mijn aanghesteeken toren , en u ' verdiend straffen ?	Emotion_BodilyProcess_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5136.s.5	wan daar liggen meerder blijk , dan Fastarads belijdenis .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5136.s.6	Daar zijn meer tuighen , zijn niet teeghen aan te strijd zijn .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5139.s.1	En wie ghetuigh'nis roemen gij doch zode sterk , en hechten ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5142.s.1	Onz ' Eduwards , die t'zaam mede uw komen bij het ghevecht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5150.s.1	Een schonen ghetuighe , om ik ghetuighnis te weerspreeken !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5150.s.2	zullen dan mede een bejaard , in rechte , zijn vergheleeken Dus kleed een kind , een wicht , welk naauwlijks ghoedt vinden kwaad weten t'onderscheiden ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5154.s.1	gewis , D'onnooz'le jonkheid ghaat , En spreken rechte uiten , hoe het liggen scheren mede doen zaak .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5160.s.1	D'onnooz'le jonkheid zijn zeer liggen wat diets te maken , En klappen dan namaals , naar die voorschrift , ofte uiten zuchten .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.5164.s.1	Voor gheen vinden beide maken wij deze gheding beducht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5164.s.2	bei zijn het zijn broeder ; naar wieden zullen ' hij overbuighen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5167.s.1	hebben zijde , hoe het willen : een kind , en kunnen , nocht mogen ghetuighen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5170.s.1	hij zelf belijden hebben .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5170.s.2	het kind woord niet allee geloven .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5182.s.1	Zijn welbemindes dood hebben hij vinden brein beroofdt , En doen hij yv'ren , om die spoor zij naar te treden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5182.s.2	mare het schijnen , doen Vorst hebben voor , zijn ' zode , mede schijn vinden rijden , Voor straffen te vrij , die het rechtvaardig richten , Voor broeder - en zustermoordt , zijn ' handen , op het strengst , verplichten hij toen te drijven ; en willen dies in twijfel trek , wij het zijn , die mede die bloed , zijn ' hand derde vlek .	None
