focq001mini02_01.TEI.2.text.body.div.head.227.s.1	doen minnen in het Lazarus-huys .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3240.s.5	sa , zijn zijn ik soldaat ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3240.s.6	Ik willen die ik doen trom terstond zullen roer laat , En die ik het gans heir zode daadlyk brengen te veld .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3240.s.7	Mits ik ik wreken willen vinden deze uitheems wellen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3244.s.1	En ik willen uw terstond doen kronen gaan verpletten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3252.s.2	zullen ik slavin zien tegen ik verzet ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3252.s.3	Een bastaard die doen schande maken vinden zij gans slachten ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3252.s.4	Za page !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3252.s.5	halen ik straks drie zwitser vinden doen wachten , Op die ik zij terstond doen slepen uiten ik oog .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3256.s.1	gei hebben , o Koningin !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3256.s.2	dwars door u strot liegen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3260.s.1	liegen !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3260.s.2	sa wel aan ontvang dan deze sufflet .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3264.s.1	o Varken !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3264.s.2	wachten , ik zweren die ik uw die beletten .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.3266.s.1	zijde vechten .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.3270.s.1	Joris-vaar , Valerius , Anna , Catryn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3277.s.1	komen heer Valerius zode langen een mede ik buit , Op die ik zien zijn uiten deze plaatsgerucht mogen spruiten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3277.s.2	En daar naar zullen wie verhandelen mede gemak doen zaak daar gei om komen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3282.s.1	Wel aan dan , haasten uw strak , wan gints zien ik u Nicht mede een zottin aan het vechten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3291.s.1	Hoe Anna ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3291.s.3	laten lossen elkander vlecht : laten lossen , en blyf vinden een : komen hier , zijn zijn Klaas ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3291.s.4	Sa slepen ik deze zottin terstond een vinden doen plaatsen , Die hier ik goed Nicht schenden neuzen , en mond , en lok , wild zijde onzinnig zijn , en meer alles dol , wat pok bewegen uw die gei zij niet opsluiten laten ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3295.s.1	kennen gei ik lang niet , gei grijs Potentaat ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3299.s.1	Wel hoe !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3299.s.2	zijn gei het Catryn ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3303.s.1	Ik zijn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3312.s.1	deze dol deren Die noemen zien Koningin , om ik te affronteren , zode zeggen zijde die zijde reeds mede kerel zijn trouwen , Daar ieder een nochtans hij voor ik bruidegom houden , gelijk wie inderdaat ook zijn aan een verbond .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3316.s.2	Anna Nicht , wat hebben u brein schenden ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3320.s.1	Ik zweren uw Joris-vaar deze twee zijn beide zot .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3325.s.1	Wat droes : wel wat zijn deze ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3325.s.2	wat helpen zij brein uiten het slot ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3325.s.3	Wat hels toverdrank hebben ik zij dan schenken ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3333.s.1	doen minnen zijn tovenaar , hebben toverkruid doen lonk , doen minnelijk zwier , en schoonheid vinden het gelaten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3333.s.2	En zode gei weet wild zijn uiten ik deze ontstaat , gaan zien ik kerel een , en zijn bevalligheden , En oordelen dan of ik ook zot zijn zonder rijden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3340.s.1	Die zelfde zijn met de geren die ik hebben brein verward , En zode gei niet geloven zode zien vrijen in ik harden : En openen ik deze barsten , wie binnenst zijn te vrees , En door ik fel branden alree tot as zullen wees .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3345.s.2	vriend Valerius : wat ongeluk zijn deze ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3345.s.3	het schijnen die doen minnen allee zij hollend brein bezitten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3350.s.1	Ik zijn doen Koningin vinden het landen de Japonezen , schonen die ik voor ik tronen deze stad hebben uitlezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3355.s.1	Ik staan zode zeer verbaasd door deze ontzinde schijn , die ik voor vasten geloven die zijde betoveren zijn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3362.s.1	dewijl zij dolligheid zijn uiten doen minnen rijzen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3362.s.2	zode moeten deze toverny niet vinden doen klein wees : Ach !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3362.s.3	vriend Valerius !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3362.s.4	gei hebben te kwaad tijd die kerel , voor deze twee , hier in ik huis leggen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3367.s.1	Wat staan wie droef te zieden ?	Emotion_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.3367.s.2	sa , sa , komen laten wij dansen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3371.s.1	zijn willen deze heen .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.3373.s.1	zijde zingen en dansen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3378.s.1	heide !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3378.s.2	zijn zijn kokerjansen Metje stopmes op jouw zijde .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3383.s.1	zij zotheid groeien nog aan : ik lief Nicht , wat zijn deze ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3383.s.2	laten tocht deze dansen staan .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3387.s.1	Ta , laten , laten , laten , laten , liere ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3392.s.2	wat vreemd zin ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3392.s.3	ik Nicht , hoe kreegt gei deze ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3397.s.1	Door kerel te beminnen : verstaan gei ik nog niet ?	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.3401.s.2	kerel zijn doen manna .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3405.s.1	het zijn wonder die een zot deze vuur verwekken kunnen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3409.s.1	Nicht Anna !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3413.s.1	die zijn voor jij .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3418.s.1	ik dunken die het goed zullen wees , die gei zij vasten zetten , en door slag laten genezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3430.s.1	Ik zullen zode daadlyk zij doel zet in een kot , Op die ik zij genees , of maken zij een zode zot ; En aan zij vader zode vinden staan aan gaan schrijven , die wild zijn dochter hier dwingen zijn te blijven , die hebben noodzakelijk zijn die hij vinden staan aan Hier zelf een komen zieden hoe die doen zaak staan .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3430.s.2	Wat kerel nu belangen die zullen ik zode besluit , die uiten zijn zotheid hier geren zotheid meer zullen spruit .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3435.s.1	zode kerel vinden deze werken doen wetend ' oorzaak wassen , zode wassen hij sluitens woerd : mare ik bidden uw ...	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3442.s.1	Ik en passen Hier op u bidden niet , ik hebben genoeg vernemen Wat kwaad hij hier verwekken : mare zullen hier niemand komen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3442.s.2	houden Klaas , en markten , houden : zijn zijn ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3442.s.3	komen een uiten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3446.s.1	gei sluiten ik leven zelf , indien gei kerel sluiten .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.3450.s.1	markten , Klaasje , Joris-vaar , Valerius , Anna , Catryn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3454.s.1	Wat isser Joris-vaar !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3454.s.2	die uw zode luiden doen baar ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3458.s.1	Iets die ik harden en ziel te lydig komen bezwaar .	HeavyHeartedness_BodyPart
focq001mini02_01.TEI.2.text.body.div.div.sp.3462.s.1	Bon jour Juffrouw Catryn !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3462.s.2	wel tronie staan jij hier ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3466.s.1	zode gei ik nog niet zien zode openen u vizier .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3470.s.1	Hoe naar zijn deze twee ook vinden doen manen slaan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3474.s.1	Indienj ' hebben weet wild zode moeten j ' hebben kerel vlaag .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3478.s.1	Ja , ja , ik merken hebben wel , zijde aanzien het al vatten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3484.s.1	Ik willen zij zode terstond doel zet in een gat , En mede de dokter nog vinden daag gaan consulteren , Om , eer hoe lief zij deze ziekte te cureren .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3489.s.1	o Juffrouw Anna !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3493.s.1	Wel ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3493.s.2	wat willen deze Roffiaan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3500.s.1	o wijsheid !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3500.s.2	hoe gezwint zijn het vaak mede uw braden ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3500.s.3	Wat staan gei meenigmaal op bijster zwak poten ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3500.s.4	wild uw de minst winden vaak op u gat kunnen stoten ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3500.s.5	mare Joris-vaar , wat droes hebben tocht deze vrouwvolk in ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3504.s.1	Och vriend , ik weten hebben niet , zijde zeggen het zijn doen minnen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3509.s.1	Ja !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3509.s.2	komen die vinden doen minnen , zode doen deze huis vergroten , Eer die wie door het getal malkaar doen door uitstoten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3514.s.1	wachten , wachten , ik zweren die ik zij haasten genezen willen : Sa mennen vatten zij aan .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3518.s.1	nu Juffrouw , houwje stillen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3522.s.1	Wel aan gei rekel , komen ik zullen ik laat vat .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3526.s.1	Ja , ja , ik hebje al vasten , jouw zullen ik niet ontspatten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3530.s.1	hout zij te degen vasten , en liggen zij daadlyk in .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3534.s.1	Wel wanneer zullen gei ik dan geven ik zottin ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3539.s.1	zode dra alles ik deze volk hebben in hebben hok doel steek .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3539.s.2	Doch eer zijde gaan hebben ik nog iets mede uw te spreken .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3543.s.1	laten gaan , gei fielt ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3543.s.2	laten lossen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3547.s.1	hout ik die kakebeen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3551.s.1	Ik zeggen die kerel zijn ik Bruidegom allee .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3557.s.1	En ik zeggen die gei die hebben door u hals liegen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3557.s.2	wan ik , ik zijn zijn Bruid .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3563.s.1	voor , brengen zij uiten ik oog , En geven zij numro drie zode langen tot zij verblijf , Tot ik in alderhaast een brief naar Haarlem schryf .	None
focq001mini02_01.TEI.2.text.body.div.div.head.3565.s.1	Achtste toneel .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.3567.s.1	Reinoud , Leonard .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.3569.s.1	Reinoud .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3579.s.1	Eer die wie , Leonard , nog uiten deze stad vertrek , zode denken ik in passant deze Logement de gek een te bezichtigen niet ongeraen te zijn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3579.s.2	Gints zien ik op doen plaatsen doen gek bij het dozyn , vinden het kermis-volk omringen , zij personagies spel .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3579.s.3	komen treden wie nader om die vreugde mede zij te deel .	Joy_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.3579.s.4	mare zien hier komen wij een vinden het huisgezin te moeten , Die mede een compliment wij op zijn wijze begroeten : hij naderen om wij een discoursie te vereren .	None
focq001mini02_01.TEI.2.text.body.div.div.head.3581.s.1	Negende toneel .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.3583.s.1	Klaasje , Reinoud , Leonard .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3589.s.1	Messieurs , mede u verlof !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3589.s.2	wat zijn gei tocht voor heer , En wat komen gei hier doel ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3589.s.3	of komen gei hier misschien In deze wij Laz'rus - huis , doen zot een bezie ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3593.s.1	Ja , uiten nieuwsgierigheid , wan wie zijn vreemdeling .	Emotion_Other
focq001mini02_01.TEI.2.text.body.div.div.sp.3608.s.1	ik geloven zode doen zot in jouw landen mede bel gaan , En die doen wereld door , doen gek passen alles wie tekenen waar mede hebben Lazarusliv'ry , die doen nieusgierigheid vinden zot te bekyken uw niet een voetstap breed hebben vinden u wegge doel wijken , Mits gei dan weet zouten door het dagelijks gedruis , die d ' heel wereld niet zijn alles een Laz'rus - huis : wan noemen ik een een manna , die in zijn gans leven Niet honderd duizend vinden zotheid hebben bedrijven , En bij aldien gei weten wat die u zotheid zijn , zode oordelen bij uw zelf , of ik al helen velen mist .	Emotion_Other
focq001mini02_01.TEI.2.text.body.div.div.sp.3612.s.1	Ik zweren die deze venten wel een profeet mogen heten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3618.s.1	Hoe zot ik zijn wezen , die die ik wel te weet , torn ik mede Isabel ik meester huis ontvlood , En door zij zottigheid doen mijn hebben vergroten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3625.s.1	Doch om uw te doel zieden , die mare allee in het binden , somtijds wat onderscheid in zot zijn te vinden , schonen niet een mens op aarde zijn zotheid kunnen ontvlien , zode treden mede ik in huis , ik zullen het uw laat zieden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3629.s.1	Zeer wel , wie zullen zieden of het geren gei zeggen zullen blijk .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3633.s.1	Wat nieuw zijn het die een gek zijn makker gaan bekyken .	None
focq001mini02_01.TEI.2.text.body.div.div.head.3635.s.1	tiend toneel .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.3637.s.1	Joris-vaar , Reinoud , Leonard .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3642.s.1	gei heer , zode gei hier deze Godshuis komen bezie , vergeten , zode het uw believen , geren aalmis aan te bieden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3646.s.1	Zeer wel Patroon , hoe naar zijn gei regenen hier binden ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3650.s.1	Die zijn ik , tot u dienst , vinden velen ontzinde zin .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3660.s.1	Wel aan , zode het uw believen , liggen wij een om , ik vriend , En tonen wij een wat slag vinden zot ik hier vinden : Wat hebben gebouw belangen ; het lijken , naar ik kunnen bekyken , die hebben voor arm minnen bouwen zijn dan voor rijk .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3660.s.2	Ik zien een ruim plaatsen mede boom fraai beplanten , ik zien al even schonen en netten na advenant .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3664.s.1	horen vriend , een woortje .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3668.s.1	Wat believen uw ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3674.s.1	mogen hebben wees , zeggen ik wat Heer deze zijn : vermits ik uiten zijn wees , En zijn gestaltenis iets groot vermeen te zieden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3687.s.1	die weten ik zelf niet , hoewel die ik hij die , Vermits hebben ( die gei het weten ) geren dagge en zijn lijden , die ik alles vreemdeling zijn in zijn dienst treden , wild hij ik bij geval juist in zijn herberg vinden : mare passen gelijk gei zeggen , die gei bemerken kond , die hij iets groot moeten zijn , die menen ik vinden gelijk , Mits hij in al zijn doel iets ongemeens doen blijk , En ander weten ik niet , dan die hij in de Haag zijn woonpaaats hout , daar wie nog lichtelijk vinden daag ( naar ik uiten hij hebben horen ) wederom naar toen vertrek .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3692.s.1	Ik bidden uw zeggen ik een , wat slag hebben gei vinden gek ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3692.s.2	En wat voor zottigheid bezitten zij hersenen meest ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3705.s.1	Ik hebben ' er droevig , ik hebben ' er blij vinden geest : ik hebben koopman , die vinden gelden , en wissel disponeren : ik hebben filosoof , die schier eeuwig disputeren ; ik hebben advocaat , en dokter , bij het dozyn ; Ik hebben poeet , die schier onverdraag'lyk zijn mede al zij revelen vinden achten of negen muis : mede een woerd , deze zijn hebben puik vinden al gek huis : mare onder al die hopen , al grypje bij doen gissen , zode tassen j'er op niet een die niet verliefd en zijn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3712.s.1	Hoe zijn hebben mogelijk , die in zode zot zin , doen goddelijk drift plaatsen zij zijn vinden het min ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3712.s.2	Daar ik voor deze denken , die nooit doen Liefde vallen , Dan in een edel , en welgeboren ziel .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3723.s.1	Indien gei immer in een mening waard bedriegen , zode zijn gei het nu , ik Heer ; nadien ik hebben vermogen zode vreemd vinden vinden doen minnen , die ik geloven voor gewis , die buit hij op aarde geren and're zotheid zijn : wan wild hier in ik huis ( in wat voor zotternij zijde ook verval zijn ) ik ieder een zien vrijen , zode dunken ik hebben ik reden te zeggen veilig uiten , die in doen minnen allee zien al zotheid sluiten .	None
