huyd001achi01_01.TEI.2.text.body.div.head.900.s.1	Achilles , treurspel .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.18	De Grieken , noch bewoogen Door 't droevig noodlot van Patroclus , vallen aan , Om alle te gelyk zyn moorder te verslaan .	Emotion_Moved_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.19	Maar neen : Achilles deugd kan dit geweld niet lyden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.20	Zyn ' wraak wil , dat hy zelve alleen met hem zal stryden ; Verbiedt zyn ' troepen hem te naderen , en treedt Naar zynen vyand toe , den oorsprong van zyn leed .	Emotion_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.21	't Zien van zyn ' wapenen , daar Hector mede pronkte , 't Herdenken aan de dood van zynen vriend , ontvonkte Zyn ' gramschap meer en meer .	Emotion_BodilyProcess_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.22	in 't eind barst hy dus uit : Gy hebt u lang genoeg gesierd met deezen buit , Ontmenschte moorder van den waardsten myner vrinden !	BodilyProcess_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.23	Gy zult in myne hand een ' strenge wreekster vinden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.24	Of de uwe zal my zelve op deeze plaats verslaan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.25	Zo spreekt hy , en valt straks op zynen vyand aan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.26	Maar Hector , gansch verschrikt , en ziende zich begeeven Van allen bystand , laat zyn oog noch eenmaal zweeven Naar Trojes hoogen wal , of hy in deezen nood Noch eenige uitkomst zag , tot uitstel van zyn ' dood .	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.27	Maar vruchtloos .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.28	Hy verweert zich eindlyk ; doch zyn ' krachten Verflaauwen langs hoe meer .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.29	In 't eind barst hy in klagten En droeve zuchten uit , terwyl Achilles hand Hem wond op wond geeft , en doet storten in het zand .	EmotionalAction_BodilyProcess_Sadness_Despair
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.30	Hy bidt hem stervende , dat hy zyn koud gebeente , Tot troost zyns vaders , en der droevige gemeente , Wil zenden naar de stad .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.31	Achilles ziet hem aan ; En spreekt : Ontmenschte !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.32	eerst moet myn wraakvuur zyn voldaan .	Emotion_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.33	Gy hebt Patroclus ook mishandeld , na zyn sterven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.34	Gy zult , zelfs na uw ' dood , van my geen ' gunst verwerven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4044.s.35	Zo spreekt hy , en dryft hem het staal dwars door het hart , En Hector eindigt , met zyn leeven , zyne smart .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4051.s.1	Laat nu Achilles wraak voldaan zyn , groote Goden !	Emotion_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4051.s.2	Laat hy myn ' vriendschap , die ik hem heb aangeboden , Aanvaarden !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4051.s.3	en dat hy in 't eind bemerke , hoe De twist der Grooten 't volk strekt tot een geesselroe !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.1	Achilles , niet voldaan , dat hy hem van het leeven Beroofd hadt , roept zyn volk by een , die , aangedreeven Door wraakzucht , op het lyk noch woeden in dien staat , Daar hy het zelve geeft ten prooie aan hunnen haat .	Emotion_Hatred_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.2	In 't einde ontwapent hy 't , en bindt het met zyn ' voeten Aan zynen wagen vast , om dus den Vorst te ontmoeten , Die , met Andromaché , de Huisvrouw van dien Held , Dit schouwspel aanzag van de muuren , en 't geweld Van Peleus zoon vervloekte , en Hemel , Zee en Aarde Tot wraak riep over een ' zo wreede en zo ontaarde Onmenschlykheid .	Emotion_EmotionalAction_Anger_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.3	Ik zag Andromaché , verwoed , Haar ' kleed'ren scheuren , en alreeds met d'eenen voet Op Trojes muur , om dus van boven neer te springen , En Hectors moorder 't staal in 't wreede hart te wringen , Of op het lyk haars mans te sterven .	EmotionalAction_Despair_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.4	Het geween Weergalmde van den wal , langs veld en oever heen ; Terwyl Achilles 't lyk , gebonden aan zyn wagen , Door bloed en etter sleept .	BodilyProcess_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.5	Alle oogen , die dit zagen , Betuigen , ik beken 't , een afkeer van zyn doen .	Emotion_Disgust
huyd001achi01_01.TEI.2.text.body.div.div.sp.4082.s.6	Hy stoort zich nergens aan , en vaart steeds voort in 't woen .	EmotionalAction_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.stage.4081.s.1	Hier wordt een geluid van veld muziek gehoord .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4087.s.1	Hy nadert reeds .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4087.s.2	Ik kan het juichen onderscheiden Der troepen .	Joy_EmotionalAction
huyd001achi01_01.TEI.2.text.body.div.div.sp.4093.s.1	Laat ons hier dien grooten Held verbeiden , En toonen hem , in plaats van afgunst en van nyd , Hoe we alle , om zynen roem en glorie , zyn verblyd .	Joy_Emotion_Envy
huyd001achi01_01.TEI.2.text.body.div.div.sp.4097.s.1	Hy komt .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4097.s.2	Het heldenvuur straalt hem nog uit zyne oogen .	BodyPart_BodilyProcess_Other
huyd001achi01_01.TEI.2.text.body.div.div.stage.4102.s.1	achilles , agamemnon , ulysses , brizeïs , phenix , alcimus , automedon , cephize .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.speaker.4104.s.1	agamemnnon	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4112.s.1	ZYt welkom , braave Held !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4112.s.2	dank zy uw groot vermogen , Dat Grieken zich op nieuw in staat ziet , Trojes wal En poort te nadren , als voor heen , door Hectors val !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4116.s.1	Vind ik u hier , myn Heer ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4116.s.2	en u , Mevrouw ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.1	In 't ende Is myne ziel geraakt door de algemeene elende Van onze troepen ; en ik zie dat Griekenland Zyn heil te wachten hebbe alleen van uwe hand .	Emotion_Compassion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.2	Gekwetst , en magtloos , om my zelven te verweeren , Zag 'k my van u gedreigd .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.3	Nu ik u weêr zie keeren , Vertoon ik my voor u , en stel my zelven bloot Voor uw ' wraakgierigheid .	Emotion_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.4	Wat toeft gy nog ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.5	doorstoot Dit vyandlyke hart ; beroof my van het leeven , Indien myn val uw ' wraak voldoening weet te geeven .	Emotion_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4134.s.6	Maar denk , dat zulk een ' woede , een ' gramschap , zo ontzind , Om hoog een wreeker , in den Raad der Goden , vindt .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.1	Geveinsde !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.2	die , om 't oog der werreld te misleiden , Uw ' valsche goedheid zoekt door 't leger te verspreiden , Uw ' vredelievendheid ten hoogsten top ophaalt , En my , als een Tieran , voor ieders oogen maalt !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.3	Was uw gemoed zo vroom , noit hadt gy durven denken , 't Ontzag , dat elk aan my verschuldigd is , te krenken .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.4	Gy zyt het Hoofd van 't heir ; maar uwe heerschappy Strekt zich zo ver niet uit , dat die ook over my Gebieden zou .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.5	Neen ; 'k ben gekomen voor deez ' wallen , Om hen door myne hand ter neder te doen vallen : Niet , om te luisteren naar Agamemnon ; niet , Om uit te voeren , 't geene een ander my gebiedt .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.6	Neen : geen Mycener schryft Achilles zyn ' geboden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4154.s.7	Ik stryd voor 't land ; en doe alleen het geen de Goden Van my begeeren .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4165.s.1	Ik beken , 'k heb u gehoond .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4165.s.2	Maar , heb ik myn berouw niet lang genoeg getoond : En heeft het vaderland nog niet genoeg geleden Om onze vyandschap , en bittre oneenigheden ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4165.s.3	Wat heb ik in het eind te wachten ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4165.s.4	spreek myn Heer .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4165.s.5	Gy zelve ziet ; ik heb u reeds Brizeïs weêr Ter hand gesteld ; terwyl de giften ....	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4171.s.1	't Zyn geen ' giften , Of gaaven ; neen myn Heer , die myn gemoed en driften Bevredigen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.speaker.4174.s.1	agamemnon , zeer hevig	BodilyProcess_Other
huyd001achi01_01.TEI.2.text.body.div.div.sp.4178.s.1	Wat wil Achilles dan ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4178.s.2	of is 't , Na zo veel rampen , tot voldoening van dien twist , Noch niet genoeg , dat Agamemnon u komt smeeken ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.1	Is myn ' getrouwheid u , ô Helden , oit gebleeken , En vond ge oit voordeel by myn ' redenen en raad , Hoort my noch eens , en denkt niet meêr om uwen haat : En , schoon Ulysses tot geen Priester zy verkooren , Versmaad de waarheid niet uit zynen mond te hooren .	Emotion_Hatred_Loyalty
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.2	Elk kent , ô Peleus zoon , uw ' krachten in het veld .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.3	Ook heeft de wyze mond van Calchas u voorspeld , Dat uwe dapperheid den Troischen wal zou slechten : En gy , gy hebt voor ons niet eerder willen vechten , Voor Priams braafste Zoon Patroclus hadt geveld .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.4	De dood van deezen vriend , dien weergaêloozen Held , Kon uw gemoed alleen bewegen ; toen wy zagen , Hoe vaak de onnozelen de straffe moeten draagen Van 't geen een ander doet .	Emotion_Compassion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.5	Patroclus dappre hand Zoude ook aan uwe zy noch stryden voor het land , Indien de aanbieding van den Veldheer u hadt konnen Vermurwen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.6	maar wat hy , wat wy al t'zaam begonnen , 't Was alles vruchteloos .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.7	Het noodlot , en de Goôn , Die gy getergd hebt , door 't onthouden van dien hoon , Bewaarden u , op dat gy Troje zoudt verwinnen ; Maar straften u in hem , dien gy met harte en zinnen Beminde .	BodyPart_BodilyProcess_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.8	't Godendom wist , dat zyn ' dood alleen U , na zo dol een toorn , weer brengen zou tot reên .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.9	De Veldheer heeft gedaan ( zo spreek ik zelf , zo spreeken De troepen nevens my ) om uwen toorn te breeken , Al wat hem mooglyk was ; en , heeft hy u gehoond , Hy heeft u zyn berouw ook klaar genoeg getoond .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.10	Maar toen geen mensch uw trots en fierheid kon verzachten , Heeft u het Godendom in 't eind door sterker krachten Gedwongen .	Emotion_Pride
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.11	Uwe ziel , geraakt door 't ongeluk Van uwen waardsten vriend , verloschte ons uit den druk .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.12	De Trojers die ons zelfs belegerden , zyn weder Gedreeven in de stad .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.13	de dappre Hector , neder Geslaagen door uw arm , vervulde door zyn val Het hart van Priam zelve , en Trojes veegen wal Met eenen doodschen schrik .	Fear_Emotion_BodyPart
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.14	Wilt gy u nu bevredigen Met Agamemnon , die wel eer u dorst beledigen ; Wilt gy , aan zyne zy , weer stryden in het veld , Wy zien die trotse stad wel haast in ons geweld .	Offended_EmotionalAction
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.15	Wel aan , myn Heer , toon , dat uw ' ziel naar recht en reden Noch luistert .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.16	ieder heeft zyn ' zwakheid hier beneden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.17	Gelukkig , die zich noch verbetert , eer de haat Der Goden hun geduld verwint !	Emotion_Hatred
huyd001achi01_01.TEI.2.text.body.div.div.sp.4241.s.18	Dan is 't te laat .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.2	die my eindlyk geeft , myn blind gezigt te ontsluiten , Wilt , met het einde van myn toorn , ook d'uwen stuiten !	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.3	Ik ben gestraft ; en zie dat myne schuld , ô smart !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.4	Patroclus , u het staal van Hector dreef door 't hart .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.6	uw dood zal myn gemoed altyd bezwaaren .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.7	Moest , door myn ' vriendschap , u dit onheil wedervaaren !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.8	Kom , Agamemnon , kom !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.9	verzoenenwe ons !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.10	wel aan !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.11	't Geen eens is uitgevoerd blyft te allen tyd gedaan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.12	Den dooden koenen wy het licht niet wedergeeven : Maar laat ons zorgen voor de geene , die noch leeven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.13	't Volk heeft om onze schuld al smarts genoeg geleên .	Emotion_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.14	Ik buig my eindlyk voor uw ' vriendschap , en de reên .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.15	'k Omhels u , als myn vriend , en zweer by 't hoofd der Goden , Dat ik na deezen , meer als eertyds , uw ' geboden Betrachten zal .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4263.s.16	Laat ons een ' vriendschap maaken , die Geen jaar , geene eeuw na deeze oit weêr gebroken zie !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.2	spreekt Achilles mond zo vriendelyk een ' rede !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.3	Zyn wy op nieuw vereend door eene oprechte vrede !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.4	Myn ' ziel , door zulk een ' vreugd verrukt , kan door den mond Zich noch niet uiten .	Joy_Emotion_BodyPart
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.5	Lees , lees uit myn oog den grond Myns harten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.6	Gy , gy wilt ons wederom beschermen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4272.s.7	Gun , dat ik u myn vriend , moog ' drukken in myne armen .	EmotionalAction_BodyPart_Love_Benevolence
huyd001achi01_01.TEI.2.text.body.div.div.sp.4279.s.1	Nu heb ik lang genoeg , ô Goôn , geleefd op aard .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4279.s.2	Achilles in het eind toont zich uw ' gunst weer waard .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4279.s.3	En gy , ô Helden , die uw ' deugd paart met uw ' krachten , Die trotse stad zal u zo lang niet meer verachten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.1	En gy , Mevrouw , die vreesde in dees bedroefden staat , Dat ge ook te duchten hadt voor mynen toorn en haat ; 'k Omhels u , en wil u op nieuw weer welkom heeten In myne tent .	Fear_Emotion_EmotionalAction_Hatred_Love_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.2	wil ook uw ' droeve zorg vergeeten .	Worry_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.3	Achilles mint u , als voor heen .	EmotionalAction_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.4	stel u gerust .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4291.s.5	Myn ' liefde groeit weer , nu myn ' gramschap is gebluscht .	Emotion_Love_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.4300.s.1	De deugd der vroomen kan voor korten tyd wel zwichten , Maar 't vuur der reden zal haar altyd weer verlichten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4300.s.2	Gy keert dan weder tot de vriendschap , en myn ' min !	Emotion_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.4300.s.4	ge eert te gunstig uw ' gevange , en uw ' slaavin .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.1	Laat ons het leger straks deez ' vriendschap ook doen weeten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.2	Het zal van stonden aan zyn ouden ramp vergeeten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.3	En laat ons in het heir een ' prachtige offerand Bereiden voor de Goôn , ten teken dat dees band Van liefde en vriendschap door geen ' twist weer zy te breeken .	Emotion_Love
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.4	De Goden moeten hem , die weer gehoond wordt , wreeken !	EmotionalAction_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.6	zag ook uw oog dees zegen aan , Wat zou 't me een ' vreugde zyn !	Joy_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.7	Ik heb uw ' schim voldaan , Maar ach !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.8	noch smart me uw ' dood , en doet my droevig zuchten .	Emotion_BodilyProcess_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.9	Gy stierft , gelyk een Held .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.10	men heeft u noit zien vluchten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.11	'k Zal ook eene uitvaart , naar de grootte van uw moed , Voor u bereiden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.12	'k Zal uw lykvuur met het bloed Van twalef edele Trojaanen , die ik beevend In hunne vlucht gevat , en tot dien einde leevend Bewaard heb , voor het laatst besprengen .	Fear_BodilyProcess
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.13	In den tyd Van twalef dagen zal geen Griek weer gaan ten stryd .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.14	Het gansche leger zal met spelen uwe daaden Verheerlyken ; uw graf met groene lauwerbladen Bevlechten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.15	Ik zal zelf , met droefheid en geklag , Het lyk van Hector aan myn wagen , dag aan dag , In 't oog des Troischen muurs , rondom uw houtmyt voeren , En sleepen langs het veld ; om dus het hart te ontroeren Van Priam zelve .	Emotion_EmotionalAction_BodyPart_Moved_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.16	Och of hy 't aanzag van den wal !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4333.s.17	Zo zuchte uw vyand zelf , Patroclus , om uw ' val !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4341.s.1	Verdeeld , verlooren wy veel duizenden van zielen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4341.s.2	Vereenigd , zyn we in staat den vyand te vernielen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4341.s.3	Onthouden wy dit beide !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4341.s.4	en , Goôn !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.4341.s.5	geeft dat dees band Van vriendschap noit weêr scheur ' tot smart van 't Vaderland !	None
huyd001achi01_01.TEI.2.text.body.div.div.p.4343.s.1	Einde van het vyfde en laatste Bedryf .	None
