vond001pala01_01.TEI.2.text.body.div.head.375.s.1	J.V. Vondelens Palamedes Oft Vermoorde Onnooselheyd .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.31	Sijne eegemael besweert hem by 's verwinnaers naem , Dat hy 't verciersel doch sijns vyands af wil leggen , Voor betre wisselingh : licht is hy te geseggen , Om 't handwerck aen te doen der lieve bedgenoot : Onkundigh van 't gevaer der korts aenstaende dood .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.32	Verschrickt noch ziddert niet .	Fear_BodilyProcess
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.33	een balling om sal brengen Den Vorst der Koningen : een overspeelder plengen , En spillen 't bloed eens mans .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.34	sijn ' slachting sal geschien .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.35	Het jongste dischgerecht sijn ' Heer sal bloeden sien : Het roode vocht den wijn bespatten : 's Konings leven Van Argos Koningin ter neerlaegh word gegeven .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.36	Het aengetogen kleed dat weygerd en ontseyd Syne handen doorgang : dies hy swoeght en arrebeyd En lucht soeckt : maer vergeefs .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.37	de schooten ruym van vouwen , En sonder opening sijn hooft besloten houwen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.38	De suffert gantsch verwijft hem in de lenden steeckt : Maer overmits de moed in 't quetsen hem ontbreeckt , Het mesten halven keert .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.39	de Vorst begint te worstlen : En als in 't wilde woud het boschswyn ruygh van borstlen : Gegrepen van het ned , nochtans t'ontvlieden tracht , En alsins uytkomst soeckt , en woed met domme kraght , Gants ydel en vergeefs : vermits het vol verschricken , Door 't woelen enger maeckt de loose jaegerstricken : Soo woelt en tracht hy oock bedompelt , om het valsch , En blindgeweven kleed te worpen van den hals : En in den wyden schoot , en ployen ingewickelt Alom sijn vyant soeckt , ancxtvalligh aengeprickelt .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.40	De dochter van Tyndaer al woende , en rasend stracx Verselt den gruwelmoord , gewapent met eene acx : En alsmen aen 't outaer , op pleghtige offerseesten Voor 't slaghtẽ met der byl eerst merct den neck der beesten , En stieren , alsoo micktse , en wickt haer ' felle vuyst Dan ginder , dan weer hier , en neemt ' et wis en juyst .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.41	Hy leydter toe , de schelm : wech heeft hy't . 't is gekloncken Met desen dwingeland : wiens wreedheyd heeft gedroncken 't Neptuniaensche bloed soo greetigh , en so helsch .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.42	't Hoofd quaelijck afgehackt hanght aen een lapken vels .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.43	Hier vloeyt het schuymend rood daer grijnsen mond en oogen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.44	Cassandra , vol van God , ter sael komt ingevloogen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.45	En met haer roosenhoed den lijcke d'uytterste eer Bewijst , en kranst den romp .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.46	sy gaetse flucx te keer Met d'acxe warm van bloed , en deckt den sieleloosen Met sijn geroofden buyt : die vallende de roosen , En frissche bloemen kreuckt , en verwt den Marmorvloer .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.47	Leg , roept de moorderes , leg daer , o Koningshoer !	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.48	O schandvleck van mijn bed !	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.49	o kancker van goe ' seden !	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.50	Dat hebdy voor uw ' langh gepleeghde vuyligheden .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.51	Het daetlijck juychende hof , en vrolijcke Paleys Geeft nu een ' naeren galm , en is vol moordgeschreys .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.52	Electra swijmt van schrick : en anextigh voor haer moeders Verwoedheyd , bergt geswind d'nnooselheyd des broeders , Door Phocius den Oom : sy selve in duysterheyd , En vangenis bemuurt , een treurigh leven leyd : Tot d'overspeelder haer ' , om achterdocht te schouwen , Doet met eene ' ackerman als een ' boerinne trouwen : Ter tyd toe dat de wraeck de moordenaers verrast : Die , alsse in Pallas kerck de groote Goden vast Met blydschap offren , om Orestes overlyden , Besprongen worden , en benart van alle syden .	Fear_Joy_Emotion_BodilyProcess_Anger_Vindictiveness
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.53	De smart geeft wapenen aen Dochter , en aen Soon .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.54	De moedermoord bespat het aengesicht der Goon : Die toornigh , en verhit , om 't schendigh kerck ontwyen , Daghvaerden staende voets de felle Raseryen , Met biesend slangenhayr , en ysselijck gegrim .	Emotion_BodilyProcess_Anger
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.55	De neerslagh knaeght hun 't hart .	BodilyProcess
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.56	de moederlijcke schim , Gewapent met een ' torts , hen naestapt door den tempel .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.57	Sy vlieden voor , en sien de Vloecken op den drempel : Sijn aller menschen vloeck , om sulck een ' grouwelmoord : De daecken stierense ongehuysvest altyd voort .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.58	Dat leert nae heyligh bloed van Godenkinders dorsten Tot in het derde lit .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.59	ick ga den val der Vorsten , En Koningen voorby .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.60	ick swijgh hoe Grieckenland Veroorsaeckt moord uyt moord , en mengelt brand in brand , En uytroyt stammet stam , geslachten met geslachten .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.61	Door schennis schennis boet , verkrachten met verkrachten : En aen 't gewyde slaet sijn ' vingers onbesuyst : En in sijn ' boesem wroet : terwijl Ulysses kruyst De Zeen veel ' jaeren lang van 't pekelschuym bedolven .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.62	Gesmeten herrewaerts , en derwaerts met mijn ' golven : Gesolt gerolt , door soet en suur , door heet en kout : Geweeckt van 't nat : gebraen van hit , en soor van 't sout .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.63	Na dat hy is ontslipt de Caphareesche laegen , De winden hem aen d'onherberglijcke oevers jaegen , Van 't forsse Thracier volck : daer Hebrus koude vliet Sijn water loost , en in d ' AEgeesche baeren giet : Van derwaerts wederom na d'Africaensche kusten : Daer sijn geselschap sich ter neer wil slaen , en rusten , Vervlockt door 't lecker oeft : dan nae Trinacria , In 't hol van Polipheem , den Cyclops : die te spa Sijn ' dronckenschap beklaeght ; om dat hy nu in 't duycken , En 't rysen van de zon eenoogigh niet magh bruycken Den sienelijcken God , en 't aengebeden licht : Dan tweemael daer AEool sijn ' setel heeft gesticht : En over buyen heerscht , en breydelt dwarrelwinden : Dan weêr na Antiphaet , oyt hongrigh om verslinden Het rauwe menschen vleesch , waer hy 't bekomen kon : Dan by de toveres , een ' dochter van de son , Die haer verspieders flucx herscheppen kan in swynen , En d'Ithakois verlet drie hondert sonneschynen : Tot datse in't scheydẽ sich met Telegoon vertroost .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.64	In wiens schoon aenschijn sweeft , en leeft haer boelschaps kroost , Van derwaerts wend hy 't roer na d'Oceaensche baeren , En daelt daer onderaerdsche , en dootse schimmen waeren : Dan wederom sijn schip aen Cieces oorden stiert , Daer met lijckstacy hy Elpenoors uytvaert viert .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.65	Van hier langs d'oevers der soetsingende Sirenen : Die onder navelvisch , en boven maeghden scheenen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.66	Ick swijgh hoe hy 't gevaer van Scylle .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.67	en van Charybd , Haer draeystroom , barning , kolck , en woest gesteente ontslipt , De rotsen wit van schuym , en grondeloose afgronden , En 't blaffende gehuyl der blaeuwe , en zeegroene honden : En land daer Phaëtuse haer vaders beesten hoed : Die 't hongerig scheepsvolck slagt , wiens sonde Ulysses boet : Met schipbreuck , als hy naeckt tot berging van sijn leven , Na negen dagen by Calypso komt gedreven : Die als hy is ontruckt de kaecken van de dood , Hem seven jaren stooft , en koestert in haer schoot , En leert den Grieck , met min te stoocken , en te lessen , Hoe soet d'omhelsing is , en byslaep der Godessen : Ter tijd toe datse een ' soon , en schoone Dochter teelt : Dese op de moeder treckt , die is sijns Vaders beeld .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.68	Na dat hy van haer scheyd , en sy 't niet kan ontseggen , En siet Phaeacien met blyschap voor sich leggen , Ick mynen dryetand rep , en breeck sijn ' nieuwe kiel .	Joy_Emotion
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.69	Leucothoë die bergt sijne half versoope siel .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.70	De strand ontfangt hem naeckt .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.71	hier schuylt hy in de bladen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.72	De Koninglijcke maeghd medoogende , gewaeden Verschaft den vreemdeling , begaen om Peneloop , Hy vind sijn eegemael ten laetsten met een ' hoop Verliefde vryers , die vast na haer kuyscheyd dingen , Becingelt , en omheynt , en koomtse stout bespringen , En stort hen overhoop , en valt nae langhe ellend In d'armen sijner bruyd .	EmotionalAction_Compassion
vond001pala01_01.TEI.2.text.body.div.sp.3587.s.73	maer voor het dreygement Der heyl'ge Godspraeck [ die hem waerschout voor sijn ' basterd ] Bevreest , ontsinnigh hy de groote Goden lastert , En sich besyden 's weeghs in eensaemheyd versteeckt : Ter tyd toe Telegoon , door Circes sorgh gequeeckt , Belust t'aenschouwen eens het aengesicht sijns vaders Hem onbekend verwond , en doodlijck quetst in d'aders , Met een vergiftige , en daer toe bescheerde doorn : Waer aen de booswicht sterft , en bluscht Neptunus toorn .	Fear_Emotion
vond001pala01_01.TEI.2.text.body.div.sp.3596.s.1	Grootvader vluchtge uw ' soon , en laetge hem in dit lyen Getroost met woorden , en met schoone Prophecyen , En martghe met uw ' wraeck .	Emotion_Vindictiveness
vond001pala01_01.TEI.2.text.body.div.sp.3596.s.2	O Vader : wat sal 't sijn ?	None
vond001pala01_01.TEI.2.text.body.div.sp.3596.s.3	Het menschelijck geslaght word weeligh .	None
vond001pala01_01.TEI.2.text.body.div.sp.3596.s.4	op Jupijn !	None
vond001pala01_01.TEI.2.text.body.div.sp.3596.s.5	Den Hemel word bestormt , beklommen van de boosheyd Der nieuwe Reusen , op , en blixem hunn ' Godloosheyd .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.3599.s.1	PRIAEM .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.3599.s.2	HECUBA .	None
vond001pala01_01.TEI.2.text.body.div.sp.3613.s.1	DIt ongeluck is hem voor ons te spa beschooren , Waer dit wat eer gebeurt , noyt hadden wy verlooren Soo veel beroemde steen , tot nadeel van 't gemeyn .	None
vond001pala01_01.TEI.2.text.body.div.sp.3613.s.2	Nu Griecxsche wijsheyd loop , en raeskal sonder breyn .	None
vond001pala01_01.TEI.2.text.body.div.sp.3613.s.3	't Huys van Assaracus heeft selve Pelops handen Den grootsten vyand der Trojaenen aen sien randen , En onder 't decxsel van meyneedigh landverraed Soo schendigh doemen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3613.s.4	vaert nu wel , o Griecxschen staet !	None
vond001pala01_01.TEI.2.text.body.div.sp.3613.s.5	O raedeloose maght , die in uw ' degens strompelt , Droomt van gheen Trojen meer : waeckt om niet overompelt Te worden , noch verrast van Hectors schittrigh stael ,	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.3614.s.1	HECV .	None
vond001pala01_01.TEI.2.text.body.div.sp.3617.s.1	Die segen dout op ons uyt 's Hemels milde sael .	None
vond001pala01_01.TEI.2.text.body.div.sp.3617.s.2	De Goden toonen sich op heden goedertieren .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.3618.s.1	PRI .	None
vond001pala01_01.TEI.2.text.body.div.sp.3620.s.1	Ick wil dat Hof , en Stad op dese tyding vieren .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.3622.s.1	REY VAN TROJAENSCHE MAEGDEN .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.1	TRojaensche wijdberoemde jeughd , Singht Pallas lof , en juycht van vreughd , En eert met Kerck gebaeren Haer ' drempels en outaeren .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.2	De feestelijcke schaere danss '; En schudd ' voor haer den lauwerkrans .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.3	Dat maeghdelijcke pruycken In groene olyven duycken : En 't hayr met silver niet vertuyt , Nocht ' Paerlesnoer , maer als een ' bruyt Den witten hals bekleede , En deck ' na d'oude sede .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.4	Dat Asien te samen school ': 't Sy die op d'oevers van Pactool 't Goud scheemren sien , en blincken : Of die Meander drincken : Of treen Caysters boord , die wit Van langgehalsde swaenen sit , Die in de suyvre plassen , Haer ' blancke pluymen wassen : 't Sy 't volck van Sagaris besproeyt , Die d'Anckers schuurt , en boghtigh vloeyt : 't Sy 't geen verdreven balling Nocht voeder heeft , nocht stalling Voor Griecxsche kleppers , en met druck Vlood herwaerts , om Achilles juck , En heerschappy te schouwen In veylige landouwen : En voor Caïcus Xanthus koor , En d Iliasche vesten voor Lyrnes : wiens swacke muuren Geen stormen en verduuren .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.5	Weckt heylgen galm , en huwt uw ' keel Aen luyt , en sangerige veel .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.6	Wilt heldre stemmen paeren Met spel van winden snaeren : En treckt met Goddelijck geluyd De blyde siel ten ooren uyt : Gelijck met maetgesangen Ghy Paris ginght ontfangen : Doen op het water rey aen rey , Met vreughd ontmoete sijn galey , En welkom hiet van harten De schoone bruyd van Sparten .	Joy_Emotion_BodyPart_BodilyProcess
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.7	Die Proteus brande met haer ' min , En uytblonck als een ' Zeegodin : Soo Venus quam bepeerelt In 't Parlemoer ter weereld : En doen de schoonheyt van Heleen Niet sterflijck , maer een ' sonne scheen : Die cierlijck uytgestreecken , Het hoofd eerst op komt steecken : En in het silver van den vloed Haer ' goude pruycke schittren doet : En in 't kristal 't vergulsel Siet spieglen van haer hulsel .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.8	O dochter van den Dondergod , Minerve , gny bewaeckt het slot Van uw Godsdienstigh Trojen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.9	De vyanden verstroyen : En Agamemnon suypt verwoed Sijn trouste raedsmans edel bloed .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.10	Het leger gaet sijn ' speeren Nu tegens Argos keeren .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.11	Mycenen van verstant beroofd , Haer wijsheyts beckeneel doorklooft : En langs het veld loopt scharssen Met d'uytgetogene harssen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.12	Stadts grootste vyand voor de poort Leyd van sijn eygen volck vermoord .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.13	Lof lof zy u Godesse , O strijtbre krygeresse !	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.14	Voor u galmt 't vrolijcke geschrey , Voor u klinckt ruyspijp en schalmey .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.15	Voor u gehuwde vrouwen , En jouffers feestdagh houwen : En met vermengde reyen treen Na wit Albast , en Marmorsteen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.16	De Priesters op uw ' drempels Ontsluyten alle Tempels : Soo flucx 't Goddinnebeeld genaeckt Dat over Dardans stamhuys waeckt .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.17	De schaeren na u tochten , En sijn met loof bevlochten .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.18	Stockoude gryserts levens sat , Hunn ' wensch deelachtigh , komen mat U offerwynen brengen , En sidderende plengen .	None
vond001pala01_01.TEI.2.text.body.div.sp.3721.s.19	FINIS .	None
