stee033adag01_01.TEI.2.text.body.div.head.207.s.1	Ada , gravin van Holland en Zeeland ; treurspel .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2928.s.2	Ontziet noch staal noch woede ; ik streef met u ter dood .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2932.s.1	Mistroostige !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2932.s.2	vertoef .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2932.s.3	Stuit uw gravin , gy wachten !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.2	Lodewyk !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.3	Men hoort niet naar myn klagten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.4	Hoe klopt my 't angstig hart !.. ô Doodlyk oogenblik !..	Fear_Emotion_BodyPart_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.5	Geliefde panden !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.6	ach !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.7	uwe Ada sterft van schrik .	Fear_Emotion_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.8	Myn bruîgom !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.9	moest myn liefde u tot een misdryf dwingen ?	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.10	Ik spaarde uw dierbaar hoofd voor 't staal der muitelingen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.11	Oproerig volk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.12	is dit uw hulde ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.13	uw trouw ?..	Emotion_Loyalty
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.14	Ik dwaal , Beleedigden !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.15	gy voert met recht het dreigend staal ; Gy wilt , eer tot uw ' val de landgevaren groeijen , Gewettigd tot de wraak , het schuldig bloed doen vloeijen .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.16	Maar , wist gy 's bisschops dwang , die wreed ons heeft verleid , Uw woede wierd verkeerd in mededoogendheid .	Emotion_Compassion_Anger
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.17	Wat aklig krygsgeschreeuw !...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.18	Myn burgers !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.19	myn soldaten !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.20	Rechtplegende yveraars !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.21	verraden onderzaten !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.22	Zoekt hier uwe offerhande ; en wreekt , alleen op my , Graaf Diedriks laatsten wil en 't recht der landvoogdy .	EmotionalAction_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.stage.2962.s.1	Adelheide , Ada .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2962.s.3	Op den wenk van Adelheide , vertrekken de lyfwachten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2967.s.1	Gy keert , vorstin !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2967.s.2	gy leeft !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2967.s.3	Is 't volk met u bewogen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2967.s.4	Of zal u de overmagt ontzielen voor myne oogen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.1	Myn krygsgeluk verkeert ; ik wyk voor de eerste reis .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.2	Men staat in slagörde aan de poorten van 't paleis , Om 't uitgelaten volk , dat aangroeit , in te toomen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.3	De woeste burgerschaar ' heeft naauwlyks ons vernomen , Of roept , daar ze om uw ' echt van heete gramschap zied : ‘ Treft Adelheide ; treft den bruîgom ; spaart hen niet .	Emotion_Anger
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.4	Ik , reeds met pyl en kling gedreigd door die ontzinden , Word in 't paleis gerukt door myne ontstelde vrinden ; En 't hoofd der kerk beproeft of 't bisschoplyk gezag Noch iets op 't grimmig hart van 't muitend volk vermag .	Emotion_BodyPart_Anger
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.5	Men ziet , by wapenlooze en onbedreven scharen , Een Zeeuwsch gewapend volk , in oorlogskunde ervaren , Geleid door Willem .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.6	U beken ik , u alleen , Dat ik geene uitkomst zie in all ' deze yslykheên .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2991.s.1	Op mynen huwlykdag , den laatsten van myn leven , Doet myn verraden min gemaal en moeder sneven .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2991.s.2	Licht sterft myn bruîgom reeds in dit afgryslyk uur .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2991.s.3	ô Doodlyke echt !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2991.s.4	ô min !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2991.s.5	ô glorie !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2991.s.6	ô natuur !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3000.s.1	Myn voorbeeld moedige u : men geve Dordrecht blyken , Dat groote zielen nooit in tegenspoed bezwyken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3000.s.2	Duld niet dat Willems haat zich in uw wanhoop vlei '; Verdien , op 't glorierykst , dat Holland u beschrei '; Bedenk wat deugden , als myn dochter , u betamen .	Emotion_Hatred_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.3000.s.3	Laat ons den dwingeland in onzen val beschamen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.1	Vergroot myn wanhoop niet : uwe ongevoeligheid Is 't smartlykst ongeluk waarom uwe Ada schreit .	Emotion_BodilyProcess_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.3	was 't niet genoeg , door 't zielbedroevend sterven , Een ' vader , die my minde , in eeuwigheid te derven ?	Emotion_EmotionalAction_Love_Sadness
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.4	In myn bestreden jeugd myzelf te wederstaan ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.5	Uit dwang te stemmen tot myn ' echt , tot euveldaên ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.6	Is 't noch te weinig , by 't verliezen myner landen , De wraak ten doel te staan met all ' myn waardste panden ?	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.7	Een moeder , wreeder dan de wrekende overmagt , Versmaad myn tedre zucht , en stuit en doemt myn klagt .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3021.s.1	Gy weet niet hoe myn hart in 't heimlyk heeft te stryden ; Gy weet niet wat ik ly in uw onschuldig lyden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3021.s.2	Ik zie myn waar belang ; en 't smart my dat niet eer ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3021.s.3	Die taal vernoege u ; verg myn ' fieren geest niet meer .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3029.s.1	ô Bloedige overmoed !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3029.s.2	ô gruwzaamste aller dagen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3033.s.1	Begon men reeds de stryd ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3037.s.1	Ik ducht de wreedste plagen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3053.s.1	De muiteling volhard in 't schenden van zyn ' pligt .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3053.s.2	Vorstin , men had u naauw ' gerukt uit zyn gezigt , Of de aangegroeide magt der trouwlooze onderzaten Borst uit ten aanval op uw bevende soldaten .	Fear_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.3053.s.3	Fluks word men handgemeen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3053.s.4	Het ramlend moordgeweer , Op helm en schild beproefd , slaat vriend en vyand neêr , Terwyl , by 't naar gekerm , en onder 't hevig morren En dreigen , in de lucht ontelbre schichten snorren .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3053.s.5	Men ziet de ruime markt bedekt met stroomend bloed .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3053.s.6	De bisschop , Lodewyk , en hun getrouwe stoet , Geneigd te sterven , of de muiters te overheeren , Zyn magtloos 't groot getal dier wreeden af te keeren .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3059.s.1	My wierd , ô bittre spyt !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3059.s.2	my wierd de stryd ontzegd !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3059.s.3	Dat niemant my weêrhou ' te sterven in 't gevecht !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3059.s.4	Verraden kroost !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3059.s.5	vaarwel in eeuwigheid .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3066.s.2	Bedwing uw'ydlen moed ; maak Dordrecht niet verwoeder .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.3063.s.1	Adelheide wederhoudende .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.3070.s.1	Adelheide , Ada , Amstel , Hildegaard .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.1	Vorstin , blyf in 't paleis ; ontzie , in 't groot gevaar , De woedende overmagt , de ontzinde burgerschaar ' , Die vorstlyke offers dreigt uit blinde wraak te slachten .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.2	Hoor de uitkomst van den stryd .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.3	De wanhoop gaf ons krachten : Men moest de onnoozle bruid van 't muitend volk ontslaan , Verwinnen tegen hoop , of glorieryk vergaan .	Emotion_Hope_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.4	Zo wierd Oostvrieslands graaf in 't eerst met vrucht bestreden , Ja van de Zeeuwsche hulp door de onzen afgesneden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.5	Hy geeft een teeken ; elk , rondom hem heen , houd stil : Wy nadren , en hy spreekt : ‘ Ik streed voor Diedriks wil ; Maar de uitslag van 't gevecht doet Lodewyk regeeren ; Hy wint myn stem .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.6	’ Die list doet Willem triomferen : Zy stuit uwe oorlogsbende , en geeft zyn Zeeuwen tyd ; Men rukt hem uit ons oog ; hyzelf hervat den stryd ; Uw deinzend krygsvolk werpt de wapens uit de handen ; Uw vyand word erkend als graaf van Diedriks landen ; Zyn staatzucht dient zich nu van 't voordeel zyner kling ; En de adel stemt uit nood .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.7	U stond geen muiteling Te duchten ; de onderdaan zou noch voor Ada leven , Zo gy 't bepaald gezag den landvoogd had gegeven .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3098.s.1	Is Lodewyk ontzield ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3103.s.1	Ik bleef , by 't woest geweld , Onkundig van zyn lot .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3107.s.1	Hoe is my 't hart bekneld !	Fear_BodyPart_BodilyProcess_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.3111.s.1	De muiter , noch verhit , doet alles bloedig bukken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3115.s.1	Men kan my 't leven wel , maar nooit den moed , ontrukken .	None
stee033adag01_01.TEI.2.text.body.div.div.head.3117.s.1	Tiende tooneel .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.3119.s.1	Adelheide , Ada , Lodewyk , Amstel , Hildegaard .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3124.s.1	Gy leeft , rampzalig held !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3124.s.2	myn dierbare echtgenoot !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3124.s.3	Wat kunt gy hopen ?	Emotion_Hope
stee033adag01_01.TEI.2.text.body.div.div.sp.3131.s.1	U te omhelzen vóór myn dood , Een vruchtelooze hulp mistroostig u te zweeren , Zolang ik adem schep uw moorders af te keeren , En hier te sneven aan uw voeten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.1	Welk een schrik Verscheurt my 't hart !	Fear_Emotion_BodyPart_BodilyProcess_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.2	Myn ramp groeit ieder oogenblik .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.3	Indien het wrekend staal my 't leven niet doet derven , Dan zal natuur en liefde en wroeging my doen sterven .	Emotion_BodilyProcess_Love_Remorse
stee033adag01_01.TEI.2.text.body.div.div.sp.3143.s.1	In Adaas doodsgevaar , verwoede burgery !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3143.s.2	Getergde Willem !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3143.s.3	wreekt myn angst u streng op my .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.3147.s.1	Die wreede zal zyn ' haat tot walgens toe verzaden .	Emotion_Hatred
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.1	ô Felle ramp !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.2	ik heb myne erfgravin verraden , Haar nutte vlucht gestuit , haar dier geheim ontdekt , En in myn blind bestaan haar ' ondergang verwekt .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.3	Ik moet van schaamte en spyt het aklig daglicht schuwen .	Emotion_Shame_Remorse
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.4	Ik heb , ( ô snood bedryf ! ) door myn vermetel huwen , Gedreigde landvorstin !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.5	uw ' grootsten toeverlaat Verwekt tot vyandschap en onverzoenbren haat : Ik heb den muiter stof tot dolle wraak gegeven : Ikzelf beroof myn bruid van glorie , staat , en leven : Ik schenk , doorluchte vrouw !	Emotion_Hatred_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.6	u tot een huwlyksgift , In myn verraste liefde , in onverschoonbre drift , Op 't heilloos bruiloftsfeest , gevierd in bloed en tranen , Den doodelyken vloek der moordende onderdanen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.7	Hunne onbedachte wraak geeft niemant lyfsgenaê .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.8	De wanhoop , die my grieft , is zonder wedergaê .	Emotion_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.9	Ik zou de wreedste dood vernoegd in 't oproer lyden , Indien ik stervende u van 't onheil kon bevryden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3173.s.1	Men hoor ' met wat geschreeuw het toomloos Dordrecht woed , En smeek ' den nieuwen graaf om hulp voor 't vorstlyk bloed !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3177.s.1	Het volk is in 't paleis !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3181.s.1	't Zal woedende u vernielen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3185.s.1	't Zal niet , dan in myn ' arm , myn ' bruidegom ontzielen .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.3190.s.1	Adelheide , Ada , Willem , Lodewyk , Amstel , Hildegaard , Reinoud .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.3190.s.2	Gevolg van edelen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3197.s.1	Zeeghafte burgers !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3197.s.2	keert ; betrouwt aan my de wraak ; Gehoorzaamt : 'k weet myn ' pligt in uw gerechte zaak .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.3194.s.1	na zyn gevolg uitkomende , tegen 't volk , dat zich niet vertoont .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.1	Zie hier uw vyandin , verwoede !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.2	in uw vermogen ; Maar in haar nederlaag zo fier , zo onbewogen , Als toen ze uw staatzucht dwong door 't alvernielend staal , En 't juichend Holland haar begroette in zegepraal .	Joy_EmotionalAction
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.3	Myn onverzetbre moed beveiligt my voor schande .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.4	Voldoe den muiteling ; geef my ter offerhande ; Vernoeg uw ' ouden haat ; en wyt , uit staatsbelang , Myn dood aan 't grimmig volk , aan onvermydbren dwang .	Emotion_Hatred_Anger
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.5	Maar denk , indien uw wraak zich vader uit wil strekken , Dat Ada zich niet poogde aan uw voogdy te onttrekken , Dat zy , dat Lodewyk verdient die wraak te ontgaan .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.6	Verzuimt gy echter hen in 't oproer by te staan , Dan zal dit zelfde volk , na't onbezonnen woeden , Ten zoen van 't vorstlyk kroost uw dwinglandy bevroeden , En , toornig op uw blinde en bloedige eigenbaat , De onnoozle wreken op den roover van haar ' staat .	Emotion_EmotionalAction_Anger_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.7	Zo past het Adelheide , in plaats van laf te smeeken , Voor Diedriks dochter u van lyfsgenaê te spreken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3223.s.1	Gy durst my dreigen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3223.s.2	gy !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.1	Indien een ware deugd U dezen dag bewoog voor myn verleide jeugd , Des bisschops dwang myn ' echt by 't volk niet kan verschoonen , En Willem noch zyn liefde aan Ada wil betoonen ; Myn dierbre bloedverwant !	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.2	myn vader !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.3	sta dan toe , Dat ik eene offerkeur voor Hollands wrekers doe .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.4	Graaf Diedriks laatste zucht was voor zyn ' waarden broeder : Voldoe zyn dochter , door 't behouden van haar moeder ; En spaar myn ' echtgenoot .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.5	Zo hen de wraak vernielt , Word Diedriks eenig kroost in hen op't wreedst ontzield .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.6	Noch smeekt uwe Ada voor uw muitende onderdanen : Ik haat die wrekers niet ; ik stort voor hen óók tranen .	Emotion_Hatred
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.7	Weêrhou dat woedend volk , eer 's bisschops hoon of dood Voor hen eene oorzaak zy van zwaren oorlogsnood .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.8	Vergun , doorluchte held !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.9	my , op myn laatste bede , Dat ik , de dood getroost , hen onder de oogen trede , Eene eedle deernis by de oproetigen verwerv ' , Of voor myn ' bruidegom en voor myn moeder sterv ' !	Emotion_Compassion
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.3233.s.1	Knielende .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.1	Zond gy , by 't razend volk uw dierbaar leven wagen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.2	Ik stoorde uw vlucht ; men woede op de oorzaak uwer plagen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.4	hoor naar my ; denk wie u smeekt .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.5	Ik ben 't , Uw vyand , reeds door u als Hollands graaf erkend , Maar door uw list misleid .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.6	Zult ge op myn beê beletten , Dat zich de oproerigen met Adaas bloed besmetten ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.7	Behoed gy Diedriks weeûw ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.8	Ik sta dan 't graafschap af ; En , eischt de muiter wraak , ik ben bereid ter straf .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3271.s.1	Zal 't volk zich over u , als over my , ontsermen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3271.s.2	Wat zal uw groote ziel verrichten ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.1	U beschermen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.2	Myn kinders , ryst .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.3	Uw deugd , die met uw plagen groeit , Verrukt myn teder hart , en hield myn tong geboeid .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.4	Kloekmoedige Adelheide !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.5	uw haat heeft my beleedigt , Uw ramp heeft my ontroert , uw kroost heeft my bevredigt .	Offended_Emotion_Hatred_Moved
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.6	Myn vrinden , Dordrecht eischt , in woeste muitery , Uw leven : maar gy ziet uw ' toeverlaat in my .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.7	De bisschop , zwaar gewond , is reeds de woede onttogen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.8	Schoon 't volk met tegenzin hem stelde in myn vermogen , Schoon 't u dolzinnig dreigt , vreest echter geen gevaar : Gy zyt min schuldig dan de bisschop , die barbaar .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.3275.s.1	Ada omhelzende .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3292.s.2	kan uw deugd al 't ongelyk vergeven ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3292.s.3	Gy zyt myn erfdeel waard ' .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3296.s.1	Moest u myn staal weêrstreven !	None
stee033adag01_01.TEI.2.text.body.div.div.p.3302.s.1	ADA .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3307.s.3	wat onverwacht geluk !	Emotion_Happiness
stee033adag01_01.TEI.2.text.body.div.div.sp.3312.s.1	Gy red uw vyandin door 't eêlste heldenstuk , Verbant den ouden haat , ja dwingt my u te minnen .	Emotion_Hatred_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.3316.s.1	Uw deugd , gehoonde vorst !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3316.s.2	kan meer dan staten winnen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3321.s.1	ô Gadelooze held !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3321.s.2	uw moed , uw roemryk staal Verwierf in 't heilig land nooit zulk een zegepraal .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.1	't Verzuim van tyd kan ons een nieuw gevaar bereiden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.2	Ik wil den muiteling door hoop op wraak misleiden , Totdat myn vrinden , aan een veilig oord gebragt , Geen wraakzucht vreezen van die woedende overmagt .	Emotion_Hope_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.3	Getrouwe ridderschap !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.4	help my die vlucht bedekken : Gy wilt met vorstlyk bloed myn glorie niet bevlekken : U deert het ongeluk der afgetreurde bruid : Die rampspoed wischt de schuld in 't graaflyk stamhuis uit .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.5	Gy , Amstel , die met smart my wederstand moest bieden !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.6	Bescherm , op myn begeerte , uw vrinden onder 't vlieden ; Volg nu , oprechte held !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.7	volg nu , met eedle vreugd , Tot veiliging dier vlucht , het voorschrift van uw deugd .	Joy_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.8	Myn dochter , dat men u naar 't eiland Tessel voere , Eer iemant , tot uw wraak , het wufte volk beroere : Ja streef naar Engelland ; verstrek my daar tot borg Voor de algemeene rust ; weêrspreek geen nutte zorg .	Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.9	Gy zult in blyder tyd uw vryheid weêr erlangen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.10	Ik houde uw moeder noch uw ' bruidegom gevangen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.11	Gy zult , na dezen togt op nieuw met hen vereend , U troosten in den ramp , dien gy met hen beweent .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3351.s.1	Ik derf myn ' vader wel , maar vind in u zyn ' broeder .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3351.s.2	Vaarwel , myn Lodewyk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.3349.s.1	Zy omhelst Lodewyk , en vervolgt :	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3356.s.1	Myn bruid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3362.s.1	Vaarwel , myn moeder !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.3360.s.1	Adelheide omhelzende .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3366.s.1	Myn ongelukkig kroost !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3370.s.1	Wat valt dit scheiden hard !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3376.s.1	Gy zult ons wederzien .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.3380.s.1	Die troost verzagt myn smart .	Emotion_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.p.3382.s.1	EINDE .	None
