meij001verl01_01.TEI.2.text.body.div.head.2412.s.1	De verloofde koninksbruidt , treurspel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4787.s.37	Nu zou zijn ' doodt hen niet alleen doen niet herleeven ; Maar my nóch rooven hem , die over is ghebleeven Mijn ' ouderdom ten steun , het Britsche Koningdom Ten Erfprins , en Prinsses Mathild ' ten bruideghom .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4787.s.38	Ach kinderen , die in de lente van uw leeven , Daar aan , zo deerelijk , lijdt schipbreuk , wilt vergheeven Uw ' Vader ; dat hy u de wraak , welk ' hem uw ' doodt Afvordert , weighert ; dat hy kreukt het recht , uit noodt , En , daar uw ' onghelijk hem maant tót scherp verghelden , Uw ' broeder , en zijn ' zoon , de misdaadt quijt wil schelden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4795.s.1	Maar Vórst , heeft hy de moorden al beghaan ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4795.s.2	Waar zijn de tuighen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4795.s.3	waar het blijk ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4795.s.4	wie klaaght hem aan ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4798.s.1	Mijn ' ghemaalin .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4810.s.1	Maar Heer , de waarheidt in 't gherichte Vereischt twee monden , die den schuldighen betichten , Twee monden , die door zucht van haat , nóchte eighenbaat , Iets anders tuighen , als de zaak gheschooren staat .	Emotion_Hatred
meij001verl01_01.TEI.2.text.body.div.div.sp.4810.s.2	Hier noemtghe ' er nu maar eene , en die nóch daarbeneeven Viellicht , door averechtsche inzichten aanghedreeven , De waarheidt spaart , en gheeft een valsch ghetuighenis , Belaadende een ' met schuldt , die onbelaaden is .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4816.s.1	'k Beken , nu ik het wel bezef , mijn ' ghemaalinne Waar d'eerste stiefmoêr niet , die , loos en boos van zinnen , Een stiefzoon hielp van kant , om haaren eighen zoon Te plaatsen in den leegh ghemaakten zeeteltroon .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4826.s.1	En wie weet , óf zy zelf hierom uw ' zoon , en dochter , Door haaren zoon , niet heeft van 't licht beroofdt , en zócht ' er Ook deezen anderen van te berooven ; waar 't Niet door uw ' komst belet gheweest , en in zijn vaert Ghestuit een schelmstuk , zo vermeeten , en verbólghen : 't Welk , nademaal 't niet op dien voet heeft willen vólghen , Zy , op deez ' anderen misschien , met valscheidt , nóch Tracht door te dryven .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4833.s.1	Uw ' vermoên op ghrondt steunt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4833.s.2	Dóch Indien 't zo light , zal haar , nócht hem , de straf niet missen , Die zulk eene ondaadt past .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4833.s.3	Maar , om dit uit te visschen , Wat dunkt u raadzaamst .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4838.s.1	Dat ghy aanstondts haalen laat Uw ' zoon , en ondervraaght hem , na den ghanschen staat , En omslagh van den strijdt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4842.s.1	Welaan , doet straks ghebieden , Dat hy hier werd ' ghebraght .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4848.s.1	Het zal terstondt gheschieden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4848.s.2	Prins Eduward , Heer , voor de poort der hófzaal staat , En houdt zeer ernstigh aan , om u te spreeken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.stage.4845.s.1	De Hófmeester , na dit zegghen , buiten gheghaan zijnde , keert voort weeder .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4853.s.1	Laat Hem binnen koomen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4853.s.2	Licht vermelt hy iet , welk ' strekken Zal konnen , om 't bedrógh mijns ghemaalins t'ontdekken .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4856.s.1	Ghrimoald , Eduward .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4860.s.1	Wel , wat begheertghe , zoon , van Vaderlief ?	Emotion_Desire
meij001verl01_01.TEI.2.text.body.div.div.sp.4860.s.2	wat is Het , daarghe om komt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4864.s.1	Dat ghy , uit de ghevankenis , Mijn ' broeder woudt ontslaan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4868.s.1	Hy heeft uw ' , en zijn ' broeder , En zuster omghebraght .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4871.s.1	Niet Vaderlief .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4877.s.1	Uw ' moeder Heeft zulks ghezien , en ons omstandighlijk verklaardt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4877.s.2	'k Denk immers niet , dat zy de waarheidt heeft ghespaart , En mijn gheloof misleidt , met valscheidt , en met looghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4894.s.1	Toen Moeder , op 't gheschreeuw , ter kamer uitghevlooghen , Liep na de hófzaal toe , van waar 't zijn oorsprong nam , Was ik ' er by , en vólghd ' haar na , tót datze ' er quam .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4894.s.2	Daar zagh ik zuster , reedts ter aarde neêrghezeeghen , En haaren zoon , verwoedt met uitghetooghen deeghen , En broeder Alarik , met dierghelijk gheweer , Als felle kryghers , elk den and'ren ghaan te keer .	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.4894.s.3	Ik schreeuw , en moeder schreeuwt om bystandt , wat wy mooghen : Tót broeder Trasimond , verbaast , komt uitghevlooghen , En vraaght , waar 't is te doen ?	Emotion_EmotionalAction_Wonder_Despair
meij001verl01_01.TEI.2.text.body.div.div.sp.4894.s.4	Dóch eêr hy trok van leêr , En scheiden kon 't ghevecht , stort Alarik ter neêr , Ghewondt van Fastarad , dien Trasimond , ontsteeken Van ghramschap , straks bespringt , om broeders leedt te wreeken .	Emotion_BodilyProcess_Anger_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.4894.s.5	Naauw waarenz ' handtghemeen , óf ghy , en 't hóf , hunn ' strijdt ....	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4897.s.1	Ghrimoald , Trasimond , Eduward , Hófmeester , Lijfwacht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4900.s.1	Heer Koning , hier 's uw zoon .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4907.s.1	Hófmeester , zoek , met vlijt , Na Fastarad , en breng hem hier anstondts , met wille Ofte onwil ; 't scheelt niet : gha , en zonder tijdtverspillen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4910.s.1	Ik voeghme op wegh , op dat ik 's Konings last volvoer .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4913.s.1	Ghrimoald , Trasimond , Eduward , Lijfwacht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4917.s.1	Wel nu , ghy moordenaar van zuster , en van broêr , Wat kont ghy brengen , welk uwe euveldaadt ontschuldigh .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4938.s.1	Indien de Kooning zich verwaerdight , ons gheduldigh Ghehoor te ghunnen , hy zal duidlijk speuren , dat Ik valschlijk wordt , van mijn ' beschuldighers , bekladt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4938.s.2	Want wat brengt men te bord ' ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4938.s.3	wat weeten zy te zegghen Dat ghrondts ghenoegh heeft , om ten hals my op te legghen De broêr - en zustermoordt , waar meê men my beticht ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4938.s.4	Niets : óf het houdt gheen proef , en valt alsins te licht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4938.s.5	Want , dat my wordt te last gheleght , van mijn ' Stiefmoeder , Hoe zy my , raazende , vondt vechten teeghens broeder , Hoe ik hem wreedt vervólghde , als hy mijn slaghen mijdt , Hoe zuster , tusschen bey , wou scheiden onzen strijdt , En hoe 'k in 't eind ' , door haar ' verhindering verwoeder Gheworden , eerst'lijk haar , en namaals mynen broeder Hielp , door het zelfde staal , van kant , heeftze alles valsch Verdicht , om 't schelmstuk , van haars zoons , op mynen hals Te schuiven , dien ik zelf mijn ' broeder , reedts verleeghen Om bystandt , en 't ghevecht ontvliend ' , met blooten deeghen , Heb zien vervólghen , als een hongerighe leeuw , Toen ik ter hófzaale in , op 't yss'lijk moordtgheschreeuw ...	EmotionalAction_BodilyProcess_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.4941.s.1	Mijn ' Ghemaalin heeft ons 't heel anders voorghedraaghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4946.s.1	Zijn Majesteit ghelieve , eens yder t'ondervraaghen , Die by 't ghevecht was : hy zal speuren , met der vaert , Hoe ik de waarheidt spreeke , en zij die heb ghespaart .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4949.s.1	Wie zijn die ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4956.s.1	Eduward , en Stiefmoêrs kamenieren ; Ja Fastarad , haar zoon .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4956.s.2	Ik acht hem , van zo fieren En eed'len inborst , dat hy , tót bezwaarenis Des gheenen , dien hy weet dat ghansch onschuldigh is , Gheen valscheidt styven zal , schoon 't strekt tót zijn ontlasten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4963.s.1	Daar komt hy : houd u stil ; ik zal hem ondertasten , En zien de waarheidt zelf te trekken uit zijn ' mondt .	None
meij001verl01_01.TEI.2.text.body.div.div.head.4965.s.1	V. Toneel .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4966.s.1	Ghrimoald , Trasimond , Fastarad , Eduward , Hófmeester , Lijfwacht , Hófknaapen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4971.s.1	Hofmeester , spoey u na mijn ' ghemaalin terstondt , En boodschap uit mijn ' naam , dat , zonder eenigh beiden , Zij voor mijn ' troon verschijne , en wil haar zelf gheleiden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4976.s.1	Mijne yver t'uwen dienst steedts overboodigh staat .	None
meij001verl01_01.TEI.2.text.body.div.div.head.4978.s.2	Toneel .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.4979.s.1	Ghrimoald , Trasimond , Fastarad , Eduward , Lijfwacht , Hófknaapen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.4980.s.1	Ghrimoald teeghen Fastarad .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4996.s.1	De moordenaar ontkent , hardtnekkighlijk , zijn ' daadt , En wilme , uit uwen mondt , zijne onschuldt laaten hooren , Voorwendende , dat ghy , uit Koningsbloedt ghebooren , En eedel van ghemoedt , d'onnoozelen gheen schuldt , Schoon tót uw achterstel , ten halze opschroeven zult .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4996.s.2	En , alhoewel ik aan mijns Ghemaalins verklaaringe Gheen twijffel sla ; zo hebbe ik echter , ter bezwaaringe Des schuldighen , en mijn ' gherustheidt , u ontboôn , Op zijn verzoek ; ten einde , al 't gheen hy , tót verschoon , Te berd ' kost brengen , ghy moght bondigh weederlegghen , En voorts bekrachtighen , met eene , uw 's moeders zegghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4996.s.3	Dies openbaar ons , hoe 't ' er meê gheschooren leidt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.4996.s.4	Zijn ' straffe 't vonnis vólght , en 't vonnis uw bescheidt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5005.s.1	Gheduchte Vórst , der stamme , uit welke ik ben ghesprooten , Der hooghe opvoeding , die 'k , van kindtsbeen , heb ghenooten , Toonde ikme onwaerdigh , zo ik , valsch en laf van moedt , Bezoedelde de ghlans van mijn doorluchtigh bloedt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5005.s.3	Nooit werd ' mijn werk gheloochent van mijn ' woorden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5005.s.4	Dies weet , Heer Koning , dat uw zoon an deeze moorden Niet schuldigh is .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5008.s.1	Wie dan ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5015.s.1	Uw ' Dochter , die ik min , En die haar broeder , in de plaats der Koningin , Door 't Kaledoonsch ghewaadt verbysterdt , had doorsteeken , Heeft mijn ' verliefden arm gheport haar ' doodt te wreeken ?	Emotion_Love_Wonder
meij001verl01_01.TEI.2.text.body.div.div.sp.5018.s.1	Zo hebt ghy dan mijn ' zoon van 's leevenslicht beroofdt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5021.s.1	Hy had de schoone zon mijns leevens eerst ghedoofdt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5024.s.1	En vreesde ghy gheen wraak ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5030.s.1	Wat wraak kan zulk een ghrieven , Dien 't leeven walght ?	None
meij001verl01_01.TEI.2.text.body.div.div.stage.5034.s.1	Ghrimoald , Velleede , Trasimond , Eduward , Fastarad , Hófmeester , Hófknaapen , Lijfwacht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5038.s.1	Wat is zijn ' Majesteits believen , Dat zy , in zulker ijl , my daghvaardt , voor haar ' troon ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5045.s.1	De broêr - en zustermoordt , waar meê ghy mijnen zoon Beticht hebt , wordt ten hals den uwen opgheschooven , Met zulke blyken , die 't my dwingen te ghelooven .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5045.s.2	Dies melt ons , óf ghy kont ghestadighen uw woordt , Oft een verkeerden hebt beschuldight met die moordt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5055.s.1	Vrouw Moeder , laat gheen veete , óft kinderliefde u rukken Van 't spoor der Reeden , om de waarheidt t'onderdrukken .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.5055.s.2	'k Heb 't ghansch beloop der zaak den Koning , naakt en bloot , Ontvouwen ; schoon 't onsluit een toepadt na mijn ' doodt : Hy 's my een welkoom ghast ; want nu 'k mijn ' zielzon misse , Schaft my het blijdste licht maar droeve duisternisse .	Joy_Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.1	Ziet dan zijn ' Majesteit haar ' Ghâ voor zulk eene aan , Die den misdaadighen beghunstigh vry te ghaan , Verrukt door kinderliefde ; en weêr , door haat onduldigh ; D'onschuldighen , met schuldt des schuldighen , beschuldigh .	Joy_Emotion_Hatred_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.2	Zo heeftz ' haar ' ghemaalin ghesleeten onbekendt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.3	Nooit heeft zo vuil een smet mijn ' zuiv're deughdt gheschendt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.4	Dies is 't , ontaarde zoon , onnut my toe te preeken , Dat ik , beteugh'lende mijn ' drift , zou waarheidt spreeken , Als óf die waar ' ghespaart .	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.5	En schaamtghe u niet , met valsch Ghetuighenis ( daar ghij , ten kóste van uw ' hals , Indien 't een vreemdt bestondt , uw ' Moeder moest verschoonen ) Haar in haar aanzicht te bekladden , en te hoonen ?	Emotion_Shame
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.6	Zo lasterlijk een daadt verdiende , dat men 't quaadt , Welkghe u berókkendt hebt , u overkoomen laat , En in uw ' eighen vuil , rampzalighlijk , versmooren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.7	Maar mijn ghemoedt is al te preutsch , en hooghghebooren , Om 't oogh te luiken aan uw ' valscheidt , t ' mijner wraak , Den rechten toestandt te verdraayen van de zaak , En haalen in den hals weêr d'eensghesprooken ' woorden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5084.s.8	De Koning weete dan , dat niemandt met die moorden Behipt is , dan zijn zoon , die schandtvlek zyner stam .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5088.s.1	Maar waarom vochten , toen ik in de hófzaal quam , Met bloot gheweer , u zoon , en myne , als woede leeuwen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5098.s.1	Hy , toegheschooten op uw 's Dóchters deerlijk schreeuwen , En ziend ' haar ' neêrgheveldt , uw ' zoonen , dul ghestoordt , Elkand'ren ghaan te keer ; ley toe de broedermoordt Te hinderen , en heeft terstondt van leer ghetooghen : Dóch te vergheefs ; alzo die dolkóp , door zijn pooghen , In toorn ontsteeken , en aanvallend ' met meêr kracht , Zijn ghruwzaam opzet heeft , te vaerdigher , volbraght ; En straks daar aan mijn ' zoon , verwoedt , op 't lijf ghevlooghen ....	Fear_Emotion_EmotionalAction_BodilyProcess_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5107.s.1	Schaamtghe u , halssterke , niet , dus valsch een tweeden looghen Te dichten , tót ghestandt der eerste , en uw verschoon .	Emotion_Shame
meij001verl01_01.TEI.2.text.body.div.div.sp.5107.s.2	Staak eens al dit bedrógh , en , daar uw eighen zoon Zich schuldigh , en mijn ' zoon kent vry , wil beeter spreeken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5116.s.1	Mijn zoon , zeer heftigh met uw's Dóchters min ontsteeken , En raazende van liefd ' , haakt staadigh na de doodt ; Sint , door het onderghaan dier zon , hy wierdt ontbloot Van 't licht , welk hem alleen zijne ooghen kon verklaaren .	Emotion_BodilyProcess_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.5116.s.2	Dies , willende uwen zoon ghrootmoedigh 't leeven spaaren , Door 't zijne op t'ófferen , laad hy op zich zijn ' schuldt , En gheeft zijn ' boezem bloot aan 's Vaders ongheduldt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5136.s.1	Verwaaten wijf , waar hólt uwe onbeschaamdheidt heenen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5136.s.2	Is dan alle eer , uit uw vervloekt ghedacht , verdweenen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5136.s.3	En 't ghóddeloos ghewis verstókt , verstaáldt , versteendt , Zo , dat u niet alleen gheen wroeghing nijpt van 't gheen 't Alreets bestaan heeft , om onschuldigh bloedt te plengen , En doen den Vader zelf zijn ' eighen zoon ombrengen ; Maar voortslaat ; en bedrógh en looghens , op bedrógh En looghens , stapelt , om dat ghruwlijk opzet dóch Ten eind ' te brengen ?	Emotion_BodilyProcess_Remorse
meij001verl01_01.TEI.2.text.body.div.div.sp.5136.s.4	Waar 't niet nutter , datghe erkende Uw ' misghreep , en verzócht verghiff'nis , om te wenden , Door die deemoedigheidt , van uwen hals nóch af Myne aanghesteeken toorn , en uw ' verdiende straf ?	Emotion_BodilyProcess_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5136.s.5	Want daar light meerder blijk , dan Fastarads belydenis .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5136.s.6	Daar zijn meêr tuighen , waar niet teeghen aan te stryden is .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5139.s.1	En wiens ghetuigh'nis roemt ghy dóch zo sterk , en hecht ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5142.s.1	Onz ' Eduwards , die t'zaâm met u quam by 't ghevecht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5150.s.1	Een schoon ghetuighe , om mijn ghetuighnis te weêrspreeken !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5150.s.2	Zal dan met een bejaarde , in recht , zijn vergheleeken Dus kleen een kindt , een wicht , welk naauwlijks ghoedt van quaadt Weet t'onderscheiden ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5154.s.1	Wis , D'onnooz'le jonkheidt ghaat , En spreekt recht uit , hoe 't light gheschooren met de zaaken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5160.s.1	D'onnooz'le jonkheidt is zeer licht wat diets te maaken , En klapt dan namaals , na dat voorschrift , ófte uit zucht .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.5164.s.1	Voor gheen van beiden maakt ons dit gheding beducht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5164.s.2	Bey zijn 't zijn Broeders ; na wien zoud ' hy overbuighen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5167.s.1	Het zy , hoe 't wil : een kindt , en kan , nócht magh ghetuighen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5170.s.1	Hy zelf belijdt het .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5170.s.2	't Kindt wordt niet alleen ghelooft .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5182.s.1	Zijn welbemindes doodt heeft hem van brein beroofdt , En doet hem yv'ren , om dat spoor haar na te treeden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5182.s.2	Maar 't schijnt , de Vórst heeft voor , zijn ' zoon , met schijn van reeden , Voor straf te vrijen , die 't rechtvaerdighe Ghericht , Voor broêr - en zustermoordt , zijn ' handt , op 't strengst , verplicht Hem toe te dryven ; en wil dies in twyffel trekken , Wie 't is , die met dat bloedt , zijn ' handen darde vlekken .	None
