focq001mini02_01.TEI.2.text.body.div.head.227.s.1	De min in 't Lazarus-huys .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3312.s.1	Dees dolle deeren Die noemt zich Koningin , om my te affronteeren , Zo zeyt zy dat zy reets met Karel is getrouwt , Daar yder een nochtans hem voor myn Bruigom hout , Gelyk wy inderdaat ook zyn aan een verbonden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3316.s.2	Anna Nicht , wat heeft uw breyn geschonden ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3320.s.1	Ik zweer u Joris-vaar dees twee zyn beiden zot .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3325.s.1	Wat droes : wel wat is dit ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3325.s.2	wat helpt haar brein uit 't slot ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3325.s.3	Wat helscher toverdrank heeft men haar dan geschonken ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3333.s.1	De min is tovenaar , het toverkruid de lonken , De minnelyke zwier , en schoonheit van 't gelaat .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3333.s.2	En zo gy weten wilt waar uit my dit ontstaat , Gaat ziet myn Karel eens , en zyn bevalligheden , En oordeelt dan of ik ook zot ben zonder reden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3340.s.1	Die zelfde is meê den geen die my het brein verwart , En zo gy niet gelooft zo zie vry in myn hart : En opent my dees borst , wiens binnenst is te vrezen , En door myn felle brandt alrée tot asch zal wezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3345.s.2	vrindt Valerius : wat ongeluk is dit ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3345.s.3	't Schynt dat de min alleen haar hollend brein bezit .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3350.s.1	Ik ben de Koningin van 't Land der Japonezen , Schoon dat ik voor myn troon dees stad heb uitgelezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3355.s.1	Ik sta zo zeer verbaast door dees ontzinde schyn , Dat ik voor vast geloof dat zy betovert zyn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3362.s.1	Dewyl haar dolligheid is uit de min gerezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3362.s.2	Zo moet dees toverny niet van de kleynste wezen : Ach !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3362.s.3	vriendt Valerius !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3362.s.4	gy hebt te quader tydt Dien Karel , voor dees twee , hier in myn huis geleydt .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3367.s.1	Wat staan wy droef te zien ?	Emotion_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.3367.s.2	sa , sa , kom laat ons dansen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3371.s.1	Waar wil dit henen .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.3373.s.1	Zy zingen en dansen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3378.s.1	Hey !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3378.s.2	waar benje kokerjansen Metje stopmes op je zy .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3383.s.1	Haar zotheid groeit noch aan : Myn lieve Nicht , wat 's dit ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3383.s.2	laat toch dit danssen staan .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3387.s.1	Ta , la , la , la , la , liere ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3392.s.2	wat vreemde zinnen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3392.s.3	Myn Nicht , hoe kreegt gy dit ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3397.s.1	Door Karel te beminnen : Verstaat gy my noch niet ?	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.3401.s.2	Karel is de man .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3405.s.1	't Is wonder dat een zot dit vuur verwekken kan .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3409.s.1	Nicht Anna !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3413.s.1	Dat 's voor jouw .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3418.s.1	My dunkt dat 't best zal wezen , Dat gy haar vast zet , en door slagen laat genezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3430.s.1	Ik zal zo daadlyk haar doen zetten in een kot , Op dat ik haar genees , of maak haar eens zo zot ; En aan haar vader zo van stonden aan gaan schryven , Dat wyl zyn dochter hier gedwongen is te blyven , Dat het noodzaaklyk is dat hy van stonden aan Hier zelver eens komt zien hoe dat de zaaken staan .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3430.s.2	Wat Karel nu belangt die zal ik zo besluiten , Dat uit zyn zotheid hier geen zotheid meer zal spruiten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3435.s.1	Zo Karel van dit werk de wetend ' oorzaak was , Zo was hy sluitens waard : maar 'k bid u ...	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3442.s.1	Ik en pas Hier op uw bidden niet , ik heb genoeg vernomen Wat quaat hy hier verwekt : maar zal hier niemant komen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3442.s.2	Hou Klaas , en Marten , hou : waar benje ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3442.s.3	kom eens uit .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3446.s.1	Gy sluit myn leven zelfs , indien gy Karel sluit .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.3450.s.1	Marten , Klaasje , Joris-vaar , Valerius , Anna , Catryn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3454.s.1	Wat isser Joris-vaar !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3454.s.2	dat u zo luyt doet baren ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3458.s.1	Iets dat myn hart en ziel te lydig komt bezwaren .	HeavyHeartedness_BodyPart
focq001mini02_01.TEI.2.text.body.div.div.sp.3462.s.1	Bon jour Juffrouw Catryn !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3462.s.2	wel Tronje sta jy hier ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3466.s.1	Zo gy my nog niet ziet zo opent uw vizier .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3470.s.1	Hoe na zyn deze twee ook van de maan geslagen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3474.s.1	Indienj ' het weten wilt zo moet j ' het Karel vragen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3478.s.1	Ja , ja , ik merk het wel , zy hebben 't al gevat .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3484.s.1	Ik wil haar zo terstont doen zetten in een gat , En met den Doctor noch van daag gaan Consuleeren , Om , eer hoe liever haar dees ziekte te cureeren .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3489.s.1	ô Juffrouw Anna !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3493.s.1	Wel ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3493.s.2	wat wil dees Roffiaan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3500.s.1	ô Wysheid !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3500.s.2	hoe gezwint is 't vaak met u gedaan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3500.s.3	Wat staat gy meenigmaal op byster zwakke pooten ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3500.s.4	Wyl u den minste wind vaak op uw gat kan stooten ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3500.s.5	Maar Joris-vaar , wat droes heeft toch dit vrouvolk in ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3504.s.1	Och vrind , ik weet het niet , zy zeggen 't is de min ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3509.s.1	Ja !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3509.s.2	komt dat van de min , zo doet dit huis vergrooten , Eer dat wy door 't getal malkaar de deur uitstooten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3514.s.1	Wacht , wacht , ik zweer dat ik haar haast genezen wil : Sa mannen vat haar aan .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3518.s.1	Nou Juffrouw , houwje stil .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3522.s.1	Wel aan gy rekel , kom ik zal my laten vatten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3526.s.1	Ja , ja , ik hebje al vast , je zult my niet ontspatten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3530.s.1	Houd haar ter degen vast , en leid haar daadlyk in .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3534.s.1	Wel wanneer zult gy my dan geven myn zottin ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3539.s.1	Zo dra als ik dit volk heb in het hok doen steken .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3539.s.2	Doch eer zy gaat heb ik nog iets met u te spreeken .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3543.s.1	Laat gaan , gy fiel ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3543.s.2	laat los .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3547.s.1	Houd my dat kakebeen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3551.s.1	Ik zeg dat Karel is myn Bruidegom alleen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3557.s.1	En ik zeg dat gy dat hebt door uw hals gelogen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3557.s.2	Want ik , ik ben zyn Bruid .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3563.s.1	Voort , breng haar uit myn oogen , En geef haar numro drie zo lang tot haar verblyf , Tot ik in alderhaast een brief na Haarlem schryf .	None
focq001mini02_01.TEI.2.text.body.div.div.head.3565.s.1	Achtste tooneel .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.3567.s.1	Reinoud , Leonard .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.3569.s.1	Reinoud .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3579.s.1	Eer dat wy , Leonard , noch uit dees stad vertrekken , Zo dacht my in passant dit Logement der gekken Eens te bezichtigen niet ongeraên te zyn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3579.s.2	Gints zie ik op de plaats de gekken by 't dozyn , Van 't kermis-volk omringt , haar personagies speelen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3579.s.3	Kom treên wy nader om die vreugt met haar te deelen .	Joy_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.3579.s.4	Maar ziet hier komt ons een van 't huisgezin te moet , Die met een compliment ons op zyn wys begroet : Hy nadert om ons een discoursie te vereeren .	None
focq001mini02_01.TEI.2.text.body.div.div.head.3581.s.1	Negende tooneel .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.3583.s.1	Klaasje , Reinoud , Leonard .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3589.s.1	Messieurs , met uw verlof !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3589.s.2	wat zyt gy toch voor heeren , En wat komt gy hier doen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3589.s.3	of komt gy hier misschien In dit ons Laz'rus - huis , de zotten eens bezien ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3593.s.1	Ja , uit nieuwsgierigheid , want wy zyn vreemdelingen .	Emotion_Other
focq001mini02_01.TEI.2.text.body.div.div.sp.3608.s.1	'k Loof zo de zotten in jou land met bellen gingen , En dat de wereld door , de gekken pas als wy Getekent waren met het Lazarusliv'ry , Dat de nieusgierigheid van zotten te bekyken U niet een voetstap breet had van uw weg doen wyken , Mits gy dan weten zout door 't dagelyks gedruis , Dat d ' heele Werelt niet is als een Laz'rus - huis : Want noemt my eens een man , die in zyn gansche leven Niet hondert duizenden van zotheên heeft bedreven , En by aldien gy weet wat dat uw zotheid is , Zo oordeelt by u zelfs , of ik al heel veel mis .	Emotion_Other
focq001mini02_01.TEI.2.text.body.div.div.sp.3612.s.1	Ik zweer dat deze vent wel een Propheet mag heten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3618.s.1	Hoe zot ik ben geweest , dat dien ik wel te weten , Toen ik met Isabel myn meesters huis ontvlood , En door haar zottigheid de myne heb vergroot .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3625.s.1	Doch om u te doen zien , dat maar alleen in 't binden , Somtyds wat onderscheid in Zotten is te vinden , Schoon niet een mensch op aard zyn zotheid kan ontvliên , Zo treê met my in huis , ik zal 't u laten zien .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3629.s.1	Zeer wel , wy zullen zien of 't geen gy zegt zal blyken .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3633.s.1	Wat nieus is 't dat een gek zyn makkers gaat bekyken .	None
focq001mini02_01.TEI.2.text.body.div.div.head.3635.s.1	Tiende tooneel .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.3637.s.1	Joris-vaar , Reinoud , Leonard .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3642.s.1	Gy Heeren , zo gy hier dit Godshuis komt bezien , Vergeet , zo 't u belieft , geen aalmis aan te biên .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3646.s.1	Zeer wel Patroon , hoe na zyt gy Regent hier binnen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3650.s.1	Die ben ik , tot uw dienst , van veel ontzinde zinnen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3660.s.1	Wel aan , zo 't u belieft , leid ons eens om , myn vrint , En toont ons eens wat slag van zotten men hier vind : Wat het Gebou belangt ; 't lykt , na ik kan bekyken , Dat het voor armen min gebouwt is dan voor ryken .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3660.s.2	Ik zie een ruime plaats met boomen fraay beplant , 'k Zie alles even schoon en net naar advenant .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3664.s.1	Hoor vrind , een woortje .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3668.s.1	Wat belieft u ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3674.s.1	Mag het wezen , Zeg my wat Heer dit is : vermits ik uit zyn wezen , En zyn gestaltenis iets groots vermeen te zien .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3687.s.1	Dat weet ik zelver niet , hoewel dat ik hem dien , Vermits het ( dat gy 't weet ) geen dag en is geleden , Dat ik als vreemdeling ben in zyn dienst getreden , Wyl hy my by geval juist in zyn herberg vond : Maar pas gelyk gy zegt , dat gy bemerken kond , Dat hy iets groots moet zyn , dat meen ik van gelyken , Mits hy in al zyn doen iets ongemeens doet blyken , En anders weet ik niet , dan dat hy in den Haag Zyn woonpaaats houd , daar wy noch lichtelyk van daag ( Na 'k uit hem heb gehoort ) weerom na toe vertrekken .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3692.s.1	Ik bid u zegt my eens , wat slag hebt gy van gekken ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3692.s.2	En wat voor zottigheid bezit haar harsens meest ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3705.s.1	Ik heb ' er droevige , ik heb ' er bly van geest : 'k Heb Koopluy , die van geld , en wissels disponeeren : 'k Heb Philosophen , die schier eeuwig disputeeren ; 'k Heb Advocaten , en Doctoren , by 't dozyn ; Ik heb Poëten , die schier onverdraag'lyk zyn Met al haar revelen van acht of negen muizen : Met een woord , dit 's het puyk van alle gekken huizen : Maar onder al dien hoop , al grypje by de gis , Zo tast j'er op niet een die niet verlieft en is .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3712.s.1	Hoe is het mogelyk , dat in zo zotte zinnen , De goddelyke drift geplaatst zou zyn van 't minnen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3712.s.2	Daar ik voor dezen dacht , dat nooit de Liefde viel , Dan in een edele , en welgebooren ziel .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3723.s.1	Indien gy immer in een meening waart bedrogen , Zo zyt gy 't nu , myn Heer ; nadien ik het vermogen Zo vreemt vind van de min , dat ik geloof voor wis , Dat buiten hem op aard geen and're zotheid is : Want wyl hier in myn huis ( in wat voor zotternyen Zy ook vervallen zyn ) ik yder een zie vryen , Zo dunkt my heb ik reên te zeggen veilig uit , Dat in de min alleen zich alle zotheid sluit .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3730.s.1	Dus doende , zoud gy meê , wel door die zelfde reden Het hof , ja 't heele Land , met al haar groote steden , Uitschelden , na ik hoor , voor zulk een huis als dit ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3730.s.2	Wyl overal de min schier yders hart bezit .	Emotion_BodyPart_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.3741.s.1	En waarom niet ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3741.s.2	wyl ik die zelfde zottigheden , Die ooit de liefde werkt in hooven en in steden , Hier daaglyks plegen zie , in een en zelfde graat : Want min , is altyd min , en 't gaat hoe dat het gaat , Het is onmogelyk dat iemand in het minnen , Hy zy , wie dat hy zy , blyft meester van zyn zinnen .	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.3741.s.3	Zo dat ik nog eens zeg , gelyk ik heb gezeid , De zotheid is de min , en min is zottigheid .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3746.s.1	En ik zeg , dat de min ( een harts-tocht die van allen De eelste is ) niet kan in zotte harsens vallen .	Emotion_BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.3759.s.1	En ik zeg wederom , gy kalt wat dat gy kalt , Dat nimmermeer de min als in de zotten valt .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3759.s.2	Doch om u 't tegendeel van 't geen gy zegt te toonen , En hoe de liefde kan in zotte harsens woonen , Zoo nood ik ( zoo 't u lust ) u dezen avond hier Op zeker huw'lyksfeest , 't geen hoewel per plaizier , Of eer om redenen van ons dus is besteeken , U zal doen blyken , dat de zaak daar wy van spreeken , Aan uw kant vals is , en aan myn zy vast en waar .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3764.s.1	Gy doet my groot vermaak , en zeer veel vriendschap , maar Waar speelt dit huwelyk , en tusschen wat personen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3796.s.1	Ik heb heer dat gy 't weet een broer te Haarlem woonen , Die door de koopmanschap , daar hy zyn werk van maakt , Tot groote rykdom , en hoogachting is geraakt , Dees heeft een eenig kindt , een dochter , die voor dezen , Zoo om haar rykdom als bevalligheid van wezen , Van Jongmans haars gelyk vaak is ten echt verzocht , Hoewel dat noch de min , noit iets op haar vermocht , Misschien om eind'lyk dies te zwaarder haar te plagen ; Dees heeft my in dit huis voor acht , of veertien dagen Wat bygewoont , om het vermaak van deze stadt Wat te genieten , die zy nooit gezien en had .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3796.s.2	Dees by na op het punt van weêr na huis te trekken , Komt by geval te zien een van myn grootste gekken , Die , wyl hy wel gemaakt van lyf en leden is , De onnosle sloof zoo trest in haar geheugenis , Dat ( door de min vervoert ) zy , en verstandt , en zinnen , Op eenen bocht verliest , door deze zot te minnen : Ik sluyt haar op , en ik ontbied haar vader hier , Die 'k noch van daag verwacht , en die met geen pleisiet Gewis zyn eenig kindt in deze stad zal vinden : Ik haal den Docter , die in plaats van haar te binden , Haar raadt t'ontsluyten , en dat men haar vlyen zou , Met haar , aan dezen zot te geven door de trouw ; Op hoop dat door de vreugt , die haar dees schyn zal geven , Haar razerny weerom mae worden uytgedreven ; En dit is 't huwelyk , het geen , hoewel verdicht , Van daag geschiên zal , en 't geen , zoo gy 't uw gezicht Kund waardig vinden , u geen kleen vermaak zal geven .	Joy_Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.3802.s.1	Geen aangenamer zaak en zag ik ooit myn leven , Dies is 't dat ik met vreugt d'aanstaande tyd verwacht , En zal hier toeven zelfs , al was 't tot middernacht .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3811.s.1	Het zal zo laat niet zyn , want w ' hebben tyd genomen , Zoo dra myn broeder slechts zal wezen hier gekomen , 't Geen in een uur of twee zal wezen na ik gis , Daarom , wyl dat de tyd zoo kort op handen is , Zoo zal ik , om u niet van hier te laten scheiden , Zoo 't u belieft , terwyl het huis eens door doen leiden .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.3813.s.1	Einde van het vierde Bedryf .	None
focq001mini02_01.TEI.2.text.body.div.head.3817.s.1	Vyfde bedryf .	None
